season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,rookie_market_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
4,bf73723e-0606-4359-8545-e6357e2e4574,0a7fa292-ac6f-4bc4-b708-941a6d83305f,桑布露族,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,6,16,14,4,4,6,26,25,1,14,64.14,69.38,77,11,0,0,0,0,0,1600000.0,890880.0,55.68,3252893.42,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,0b9e1fa2-9a0a-4e0e-8791-db8fcdeab4a5,猫眼石闪,True,a214dae7-f210-4978-a373-8769b832bee7,3,6,14,14,3,5,6,13,23,-10,14,63.21,68.75,75,10,0,0,0,0,0,2250000.0,870920.0,38.71,3049490.3,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,0c8053f3-c52d-40b3-a3b1-af7fb78cbbf3,斯图加特,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,8,8,14,2,2,10,14,28,-14,13,59.92,64.38,70,8,0,0,0,0,0,1600000.0,591079.0,36.94,3720686.59,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,0e512073-f2d2-4b58-8843-a5362f428a15,青云直上,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,8,7,14,2,1,11,14,47,-33,12,56.25,61.25,76,11,0,3,0,0,0,2250000.0,517733.0,23.01,4106425.25,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,0f6be741-99a1-4685-827b-e1b02c706da7,草原战狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,7,12,14,3,3,8,22,34,-12,15,66.0,73.75,78,12,0,1,0,0,0,2250000.0,1216194.0,54.05,4606680.03,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,0fa74f65-e7fb-4f14-8c52-7b634a95dee8,狼堡沃尔夫,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,2,29,14,9,2,3,29,15,14,11,61.91,66.38,80,9,0,0,0,0,0,1600000.0,797056.0,49.82,3195399.67,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,102ce65e-e59d-4863-8e67-aa514fed7602,老鹰水晶宫,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,3,24,14,8,0,6,24,19,5,10,74.4,77.38,97,15,0,0,0,0,0,2250000.0,1217435.0,54.11,6162813.62,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,119e7558-6e26-466f-96d7-37a30d765b77,阿拉维斯,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,3,22,14,5,7,2,19,16,3,13,66.77,70.62,77,9,0,0,0,0,0,2250000.0,975961.0,43.38,5427765.06,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,11fbf46f-5233-405a-83dc-0e6238a4b678,霍村霍芬,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,6,17,14,4,5,5,24,25,-1,13,59.15,64.62,75,12,0,3,0,0,0,2250000.0,537162.0,23.87,3671804.15,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,13ad2944-3ec7-4ec5-87d6-19e0eb43b2e3,红军利物浦,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,4,21,14,7,0,7,28,28,0,14,74.79,79.62,91,10,0,0,0,0,0,4200000.0,1857209.0,44.22,9033517.2,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,14af1578-ce27-4594-9477-7fb7fcc2df95,乞力马扎,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,4,22,14,6,4,4,24,23,1,13,63.38,68.12,80,8,0,0,0,0,0,1600000.0,743686.0,46.48,3063130.88,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,16eb7054-eb6c-45c9-8764-2d42ec8efaac,设拉子酒,True,a14c4617-240a-46a6-990f-37f821870474,3,2,25,14,8,1,5,31,22,9,13,66.23,74.38,91,9,0,0,0,0,0,2250000.0,1242790.0,55.24,2180699.08,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,179def1b-c245-42c7-a39c-6de91882b237,智利红酒,True,698db303-c978-44e4-a85a-c086ddf13168,3,4,18,14,4,6,4,23,22,1,13,65.92,70.5,76,11,0,0,0,0,0,2250000.0,1054506.0,46.87,5167899.82,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,17c25bce-2abb-4a31-93bf-c49aa9a583ab,三狮军团,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,5,17,14,5,2,7,28,28,0,14,80.79,88.25,95,11,0,0,0,0,0,4200000.0,2797701.0,66.61,6459633.16,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1810d612-ed34-4743-b1b9-1548cf7e56a5,水手桑普,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,8,16,14,4,4,6,24,28,-4,15,59.27,63.5,72,11,0,0,0,0,0,1600000.0,651575.0,40.72,3816732.17,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,18aee98c-a0f2-490f-9876-7caf88dd0f08,大流士王,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,8,8,14,1,5,8,19,28,-9,13,56.08,61.5,81,12,0,0,0,0,0,1600000.0,581563.0,36.35,4046819.19,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,19e3f4c4-6b77-4626-8851-46bf9cd3f50d,足球精灵,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,6,16,14,4,4,6,24,26,-2,14,76.36,82.25,91,11,0,0,0,0,0,4200000.0,2044342.0,48.67,7958808.21,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1a88743d-0b20-492d-add3-6a8961184f81,驼峰运输,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,4,18,14,5,3,6,29,28,1,12,65.67,69.62,85,8,0,0,0,0,0,1600000.0,929287.0,58.08,5789418.25,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1ac3e675-afac-466f-a9fd-4f806bf7c6f3,狼队伍尔弗,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,6,19,14,6,1,7,23,27,-4,12,67.67,70.62,85,6,0,0,0,0,0,3100000.0,1120543.0,36.15,7825815.62,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1af119e0-e593-4062-88fb-92dc16a57205,土耳其近,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,8,11,14,3,2,9,16,28,-12,13,57.38,61.62,71,12,0,0,0,0,0,1600000.0,514234.0,32.14,3747381.13,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1b2cba45-5a62-4e16-9152-784ae9932f6c,阿根廷梦,True,b34e5953-6ecc-49f9-b231-ac8b8d7f89da,2,7,18,14,5,3,6,24,28,-4,10,72.1,74.38,86,12,0,0,0,0,0,3100000.0,1060505.0,34.21,7412478.42,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1b4e22b3-444a-49bd-bb80-33b02310ae6e,沙滩足球,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,3,25,14,8,1,5,31,21,10,12,82.5,86.0,91,9,0,0,0,0,0,4200000.0,2372952.0,56.5,5535279.83,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1d51a369-b074-4981-ae75-b1502605df6b,沙漠孤鹰,True,a8fde632-9f65-467d-bc44-32641788bb66,3,3,23,14,7,2,5,37,33,4,13,66.38,72.5,85,12,0,0,0,0,0,2250000.0,1122639.0,49.9,5381183.42,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1d876db7-4a41-422c-b698-ef8b431b2072,铁锤帮西汉,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,4,21,14,6,3,5,31,27,4,12,75.08,80.25,99,6,0,0,0,0,0,3100000.0,1702293.0,54.91,6328783.71,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1e858fc7-b407-4cf1-ae63-7b50797fd677,星月传奇,True,a214dae7-f210-4978-a373-8769b832bee7,3,3,25,14,7,4,3,26,19,7,14,70.86,76.0,84,13,0,0,0,0,0,2250000.0,1455070.0,64.67,4487109.32,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1e9dd6c4-5654-43b9-b015-820e6b746148,绿茵魔术师,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,1,28,14,9,1,4,38,26,12,14,80.64,86.25,96,8,0,0,0,0,0,4200000.0,2588826.0,61.64,7075101.46,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,1fc6b440-f3a0-40a8-9da9-6aeb7511c6f2,沙漠玫瑰,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,6,16,14,4,4,6,26,31,-5,10,65.7,70.25,97,12,0,0,0,0,0,1600000.0,596067.0,37.25,4193577.28,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,2057008e-e99c-4efd-9acf-ff25f2ea4cff,尼罗河神,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,7,7,14,2,1,11,15,35,-20,13,72.77,80.5,92,11,0,2,0,0,0,4200000.0,1809050.0,43.07,8749435.0,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,208710dc-1c42-4656-a917-fa2cf48be7b1,中原飞虎,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,3,21,14,6,3,5,26,22,4,14,71.07,76.38,84,10,0,0,0,0,0,3100000.0,1406617.0,45.37,7731450.69,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,22a97709-e9b7-47c7-a868-436c9fc04b53,青龙偃月,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,6,18,14,5,3,6,24,29,-5,13,77.69,83.5,89,13,0,0,0,0,0,4200000.0,2061293.0,49.08,7878095.42,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,23e14ca1-58d8-4e82-8320-1660f2004670,石化巨人,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,7,10,14,3,1,10,19,38,-19,12,65.92,72.0,85,11,0,1,0,0,0,3100000.0,958740.0,30.93,7572442.84,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,25b85fb1-f46c-41b1-a611-99b7b0e5f623,撒丁岛卡,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,1,28,14,8,4,2,28,22,6,14,60.07,67.25,74,11,0,0,0,0,0,1600000.0,630303.0,39.39,3691555.32,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,263cf029-6ac6-4387-9c0e-3b60159bfbbf,紫电龙骑,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,8,8,14,2,2,10,29,48,-19,11,77.82,81.62,94,12,0,0,0,0,0,4200000.0,2026033.0,48.24,7605894.98,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,26592c57-70eb-43ac-89fe-cbb2e4fd7d1d,一千零一夜,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,5,17,14,5,2,7,33,32,1,14,77.21,82.62,93,6,0,0,0,0,0,4200000.0,2203855.0,52.47,6946969.54,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,27106979-3665-4b74-bc64-256babe7ad2e,沙漠之舟,True,a14c4617-240a-46a6-990f-37f821870474,3,5,20,14,6,2,6,24,27,-3,14,69.29,74.38,92,11,0,0,0,0,0,2250000.0,1393831.0,61.95,4506258.98,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,285bca99-7be9-4c07-aecf-8920c07367ef,大津巴布,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,7,16,14,3,7,4,12,18,-6,13,58.77,63.0,71,12,0,0,0,0,0,1600000.0,527445.0,32.97,3917998.47,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,28991d5a-e175-4eb8-bbc7-c095ebf0f15b,马里帝国,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,1,27,14,8,3,3,30,19,11,13,61.77,67.88,78,10,0,0,0,0,0,1600000.0,754443.0,47.15,3596240.48,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,29b4a156-ad50-45be-b832-939e9765d81b,长颈鹿颈,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,6,20,14,5,5,4,25,27,-2,13,63.23,67.38,81,7,0,0,0,0,0,1600000.0,778042.0,48.63,3307596.8,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,2b9219d9-b8c2-4228-98e5-48a7d54225fc,狂熊撼地,True,a0107e47-d545-415a-877e-a250b12b72a3,4,1,33,14,10,3,1,36,15,21,12,63.25,67.0,82,11,0,0,0,0,0,1600000.0,716354.0,44.77,3223007.81,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,2c041a01-f53d-4641-af0a-38f385a707e5,奥格斯堡,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,5,15,14,5,0,9,19,31,-12,12,57.25,61.12,70,7,0,0,0,0,0,1600000.0,436678.0,27.29,4215529.01,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,2d6a3b35-37d0-44ab-a002-979bebd4030c,太妃糖埃弗,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,4,20,14,6,2,6,29,23,6,13,74.08,81.0,96,6,0,0,0,0,0,2250000.0,1917593.0,85.23,5176483.2,B,none
4,bf73723e-0606-4359-8545-e6357e2e4574,2f517220-de2d-4a97-a5a8-a2aa2aa43099,弯月之星,True,a214dae7-f210-4978-a373-8769b832bee7,3,4,19,14,6,1,7,23,24,-1,14,66.93,73.25,86,10,0,0,0,0,0,2250000.0,1180929.0,52.49,5256039.59,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,30a13eaf-88ed-44c7-a6c0-c1af40a1d699,小海马萨,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,5,18,14,5,3,6,21,24,-3,12,60.42,64.75,84,7,0,0,0,0,0,1600000.0,656131.0,41.01,3658318.68,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,312637f2-889f-449d-8f76-1193fefa25ed,印加帝国,True,698db303-c978-44e4-a85a-c086ddf13168,3,1,26,14,7,5,2,41,26,15,12,69.83,74.75,80,10,0,0,0,0,0,2250000.0,1294092.0,57.52,5148194.98,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,313c5422-c185-43ac-92fe-56acd302f71c,红宝石矿,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,5,18,14,5,3,6,22,32,-10,13,58.46,64.38,72,8,0,1,0,0,0,1600000.0,564955.0,35.31,3827257.17,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,3185911f-f4fc-497f-bc6b-93fdadaf8157,天然气王,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,4,25,14,7,4,3,33,26,7,14,75.36,81.25,96,14,0,0,0,0,0,3100000.0,1997153.0,64.42,5652016.44,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,331ecd59-bd3c-469a-bb81-f4487353bc2c,非洲大象,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,5,20,14,5,5,4,19,18,1,14,59.71,64.62,72,8,0,0,0,0,0,1600000.0,645047.0,40.32,4005350.48,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,3432cf5d-c3c5-46b6-86fa-36eea4852056,罗马狼王,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,6,18,14,5,3,6,17,22,-5,13,61.85,66.62,74,10,0,0,0,0,0,1600000.0,809956.0,50.62,3213334.65,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,345ce64a-0eff-45c3-892e-171f6803a8b3,农场主富勒,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,7,14,14,4,2,8,21,31,-10,13,70.0,74.0,87,12,0,0,0,0,0,3100000.0,1250050.0,40.32,6678169.4,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,3611c1c7-91f0-4613-aaa5-3f05046a7cfd,金石为开,True,8b1656f4-7d18-4b1d-aebc-370c7d2d9fb7,4,7,17,14,4,5,5,20,27,-7,12,60.5,65.0,74,8,0,0,0,0,0,1600000.0,608053.0,38.0,3802993.12,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,3689a578-7989-4145-80c8-239c51782ffa,祖母绿光,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,3,21,14,6,3,5,26,23,3,11,62.82,65.12,73,9,0,0,0,0,0,1600000.0,602343.0,37.65,3920262.08,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,36c5314f-4d79-4654-be87-9464aafb9690,宇宙巴萨,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,3,23,14,7,2,5,39,30,9,13,68.77,76.5,91,12,0,2,0,0,0,3100000.0,1376374.0,44.4,4641715.55,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,377ee383-a7cf-47f7-8718-3bc97b4813c7,华山剑客,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,1,30,14,9,3,2,38,17,21,12,63.08,67.25,76,12,0,0,0,0,0,1600000.0,704676.0,44.04,3330063.29,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,37cc4353-9dc6-4541-ad33-63c9fbca518f,克鲁格园,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,8,11,14,3,2,9,16,22,-6,13,64.85,68.25,85,8,0,0,0,0,0,1600000.0,877545.0,54.85,3078327.63,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,384f01a0-83ea-4923-b450-d4672f0661fe,刚果王国,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,8,13,14,3,4,7,22,32,-10,10,59.2,61.5,78,9,0,0,0,0,0,1600000.0,445091.0,27.82,3897841.34,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,389f1e5e-36a4-4017-a979-387a050ce412,伊斯法罕,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,2,26,14,8,2,4,25,27,-2,14,64.29,69.38,77,10,0,0,0,0,0,1600000.0,899493.0,56.22,3228622.92,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,38b4ca23-fcd0-4146-b82e-d14302fc77d5,辛巴达航,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,1,32,14,10,2,2,38,22,16,14,73.57,80.0,90,9,0,0,0,0,0,4200000.0,1795388.0,42.75,9219339.3,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,3b2eeeaf-91a3-4139-96c7-9d9a3c506324,草原猎鹰,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,8,6,14,1,3,10,19,38,-19,13,66.15,70.62,75,10,0,0,0,0,0,3100000.0,932692.0,30.09,5710465.92,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,3cc08543-1d2e-45a9-a1a4-2bfc049ceae3,阿里巴巴,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,4,20,14,6,2,6,24,21,3,11,58.0,62.12,70,12,0,3,0,0,0,1600000.0,493821.0,30.86,4011438.73,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,401342f0-c394-4c39-a137-a6ca18f3f59b,西域雪狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,3,27,14,8,3,3,30,20,10,14,64.57,75.25,85,9,0,2,0,0,0,2250000.0,1268466.0,56.38,4310691.52,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,404a75f0-a644-464b-b83c-456ebf6d2c33,Medina之光,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,4,22,14,7,1,6,28,25,3,12,65.25,69.25,85,9,0,0,0,0,0,1600000.0,830199.0,51.89,5460848.35,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,408f6ba6-09fe-4598-87f1-c1f3ac3d8e98,单峰快驼,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,1,34,14,11,1,2,27,19,8,12,60.58,65.0,74,11,0,2,0,0,0,1600000.0,605421.0,37.84,6257320.48,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,41501a6a-5951-4b09-a411-c409b9319f7d,美洲豹王,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,6,18,14,5,3,6,22,30,-8,13,60.54,67.25,77,8,0,0,0,0,0,1600000.0,717267.0,44.83,3353582.93,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,42fbdc5a-8c40-4bde-9235-322d4558de50,蓝月亮城,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,3,22,14,6,4,4,36,28,8,13,81.15,84.12,90,12,0,0,0,0,0,4200000.0,2860798.0,68.11,6243168.64,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,43fabbee-b584-4985-9119-627445998a83,居鲁士帝,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,6,17,14,5,2,7,24,25,-1,11,60.09,64.88,79,10,0,0,0,0,0,1600000.0,600936.0,37.56,3600578.38,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,4610e88a-e065-4c39-a833-c971e47191a1,五人制王,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,4,23,14,7,2,5,34,33,1,13,75.15,82.25,91,10,0,0,0,0,0,4200000.0,2066567.0,49.2,7890569.78,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,47de49d5-fdca-4d81-b80e-b55a79bd3ced,黑虎掏心,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,5,19,14,5,4,5,27,30,-3,11,70.82,74.75,89,11,0,0,0,0,0,3100000.0,1221388.0,39.4,7848307.25,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,4812c221-b983-4262-8849-407bd855fee7,汉诺威红,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,6,14,14,4,2,8,18,22,-4,14,60.07,66.0,78,9,0,0,0,0,0,1600000.0,710974.0,44.44,3474458.46,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,4827bcfa-ad0c-4570-a1bb-e73e4531857d,角马迁徙,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,8,9,14,2,3,9,15,26,-11,13,62.08,66.88,83,10,0,0,0,0,0,1600000.0,734735.0,45.92,3356134.6,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,48831857-1b6a-413e-bda8-5719fd283efc,绿松石绿,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,4,21,14,6,3,5,27,25,2,10,68.0,70.75,94,11,0,0,0,0,0,1600000.0,625482.0,39.09,3439896.28,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,4956aca2-3f90-4766-a4e5-19d273ef1806,汽油骑士,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,8,4,14,1,1,12,13,43,-30,16,53.0,65.12,81,21,0,9,0,0,0,3100000.0,647794.0,20.9,8490923.41,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,496db78f-db3a-4429-8849-d9230914b4d9,麦加朝圣,True,a214dae7-f210-4978-a373-8769b832bee7,3,5,15,14,4,3,7,16,27,-11,11,64.55,68.12,83,11,0,0,0,0,0,2250000.0,855513.0,38.02,5683274.82,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,49c653c0-8e28-46ca-9ce2-4d84c9ec42ac,玛瑙石红,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,6,15,14,4,3,7,22,23,-1,11,62.36,66.12,73,8,0,0,0,0,0,1600000.0,585854.0,36.62,3678988.87,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,4c1ec84b-28ed-4dec-a64f-a657a0f7cb52,能源霸主,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,5,21,14,6,3,5,30,23,7,13,70.31,79.62,92,8,0,2,0,0,0,3100000.0,1542152.0,49.75,6016741.77,A,none
4,bf73723e-0606-4359-8545-e6357e2e4574,4cfa84d7-a28d-4fa7-b027-e46898055965,北方苍狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,4,23,14,7,2,5,34,20,14,13,67.69,72.12,88,8,0,0,0,0,0,2250000.0,1066513.0,47.4,4739907.16,A,none
