season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,match_form,state_score,contract_score,recent_match_score,fitness_score,match_load_score,match_rust_score,attribute_modifier_pct,stamina_modifier,recent_ratings,recent_minutes,matches,goals,assists,average_rating
4,bf73723e-0606-4359-8545-e6357e2e4574,4ddf4b30-27d4-4df3-8f9e-5d6b00491a67,贺跻,df811640-39e5-4b41-81e5-7f64b13dafbc,DF,32,64,A,generated,61732.0,LOW,-3,-2,0,1,-1,-1,-0.012,3.0,"[6.5, 6.4, 6.6]","[50, 50, 50]",4,0,0,6.47
4,bf73723e-0606-4359-8545-e6357e2e4574,c8375c1f-7223-4680-8601-ab7d1d9331d3,武嘉许,532aa483-fbd2-4aaf-a3f8-83e0fee2a797,DF,29,67,S,generated,57712.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.4, 9.6, 7.1]","[50, 50, 50]",15,1,1,7.27
4,bf73723e-0606-4359-8545-e6357e2e4574,18697d9e-1fe3-410b-b73b-57b4a0f71e45,许德曜,6b42d32b-f885-4450-b48c-233e1b1a494f,FW,22,74,S,generated,112100.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.2, 8.6, 7.2]","[50, 50, 50]",17,7,2,7.61
4,bf73723e-0606-4359-8545-e6357e2e4574,a20032f8-c7ee-4c4f-b78a-acbc23905b1c,誠夫 冈部,0c8053f3-c52d-40b3-a3b1-af7fb78cbbf3,MF,26,67,A,generated,74250.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.4, 7.8, 7.2]","[50, 50, 50]",16,2,1,7.7
4,bf73723e-0606-4359-8545-e6357e2e4574,e71377cb-c562-41cc-8401-8bfb564ceb60,覃兵,4812c221-b983-4262-8849-407bd855fee7,MF,30,68,S,generated,61560.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.9, 8.0, 6.4]","[50, 50, 50]",15,0,0,7.45
4,bf73723e-0606-4359-8545-e6357e2e4574,0dde242a-9854-4c37-963e-8be47763fb29,米兰 洛根,41501a6a-5951-4b09-a411-c409b9319f7d,MF,21,72,S,generated,56160.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[9.9, 7.2, 6.6]","[50, 50, 50]",15,8,1,8.05
4,bf73723e-0606-4359-8545-e6357e2e4574,02a96c1a-b4a4-40bc-827c-7d451fc63248,金饰,f7c88717-c6fb-4af6-a4da-dc51d5d34038,MF,24,74,A,generated,106495.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.4, 7.2, 8.6]","[50, 50, 50]",17,2,5,7.86
4,bf73723e-0606-4359-8545-e6357e2e4574,4f5d8e19-2d57-40f5-b5c5-2d23695a72f5,亨里克 伊万诺夫,37cc4353-9dc6-4541-ad33-63c9fbca518f,MF,26,71,A,generated,96030.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.2, 6.9, 8.6]","[50, 50, 50]",15,2,2,8.15
4,bf73723e-0606-4359-8545-e6357e2e4574,cf4e4e7b-c1b6-4755-9bb0-25dea6199e76,汤米 穆迪,5f7f8f8e-9ab2-434c-b005-fc3c5893a4ad,MF,33,64,A,generated,0.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.0, 7.1, 6.8]","[50, 50, 50]",16,1,3,7.47
4,bf73723e-0606-4359-8545-e6357e2e4574,14f36236-56e8-4440-b502-927993cc7fd9,萨伊夫 阿南,3185911f-f4fc-497f-bc6b-93fdadaf8157,DF,30,75,S,generated,101531.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.4, 7.9, 5.8]","[50, 50, 50]",19,2,3,7.26
4,bf73723e-0606-4359-8545-e6357e2e4574,3487dd5e-7ebb-4455-be7a-e8edd3b7c482,丁文寅,401342f0-c394-4c39-a137-a6ca18f3f59b,DF,25,85,S,generated,230000.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.5, 7.2, 7.4]","[50, 50, 50]",16,2,1,7.69
4,bf73723e-0606-4359-8545-e6357e2e4574,1709b7a7-18fc-48bd-96f6-ee0ca2cd6e3a,董文乐,98d60360-641a-4660-9b8b-b5f71d43fd5e,FW,30,72,A,generated,84240.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.8, 8.5, 7.5]","[50, 50, 50]",15,5,3,7.84
4,bf73723e-0606-4359-8545-e6357e2e4574,d140e917-8ec6-43e3-94d9-0811747114d5,侯嘉涛,a81aa0de-818e-4fd0-ae1f-56a79f50533c,GK,32,57,S,generated,41664.0,NEUTRAL,-1,-2,4,-2,-1,0,-0.004,-18.0,"[6.5, 8.2, 9.5]","[50, 50, 50]",15,0,0,7.17
4,bf73723e-0606-4359-8545-e6357e2e4574,dbbe065a-ae29-43f4-90c1-aa0b2f2b379d,法尔沙德 费萨尔,4f99cfc0-1d1f-4119-ae38-03748d6dbda6,DF,31,78,A,generated,106400.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.8, 7.0, 8.0]","[50, 50, 50]",18,3,4,7.71
4,bf73723e-0606-4359-8545-e6357e2e4574,7d250d0a-82e9-4428-8209-38904e6007a1,利兰 哈里斯,0f6be741-99a1-4685-827b-e1b02c706da7,MF,25,76,A,generated,127300.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.6, 7.8, 8.3]","[50, 50, 50]",15,4,2,7.87
4,bf73723e-0606-4359-8545-e6357e2e4574,09ccc1e8-6393-414a-a757-a844167a9100,莫龙瑞,f80a6187-52cf-4735-bc02-3ee1faf20fae,FW,21,56,B,generated,24365.0,LOW,-5,-2,0,0,-1,-2,-0.02,0.0,"[6.9, 6.4, 6.4]","[50, 50, 50]",6,0,1,6.6
4,bf73723e-0606-4359-8545-e6357e2e4574,46db70ff-854d-4b60-b316-47f8c6efe957,钟旭光,f49c75a4-de8d-42ee-a4ea-654f8a259934,DF,27,77,A,generated,149435.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.0, 8.3, 6.0]","[50, 50, 50]",15,2,2,7.7
4,bf73723e-0606-4359-8545-e6357e2e4574,388f961a-ab1d-45d1-836d-5906c8908de9,贾宇峰,93ff00a3-339b-42ba-af04-9e5d7977938a,FW,25,71,A,generated,82935.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.0, 8.2, 7.2]","[50, 50, 50]",15,5,3,7.74
4,bf73723e-0606-4359-8545-e6357e2e4574,0376630f-d653-4d9b-9d8d-8a1ac89b7f95,阿波斯托洛斯 曼奇尼,ca5363fa-daf6-4b94-988e-8e363382cc57,MF,25,70,A,generated,76950.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.5, 7.7, 7.9]","[50, 50, 50]",16,3,2,7.93
4,bf73723e-0606-4359-8545-e6357e2e4574,3301d4b3-806f-4f00-b413-89737b60b51d,费利克斯 特赫罗,fad41aab-9b84-4b06-ad94-82ef1383e7f9,DF,30,61,A,generated,33736.0,LOW,-4,-1,0,-2,-1,0,-0.016,-18.0,"[6.2, 7.2, 7.6]","[50, 50, 50]",16,0,2,7.35
4,bf73723e-0606-4359-8545-e6357e2e4574,444fd914-679e-4125-b5e0-a34e88daac64,伊万 范迪彭,d724ec79-ddaf-424a-8b83-0b71b0077748,DF,29,64,A,generated,52155.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.7, 7.1, 7.1]","[50, 50, 50]",18,1,0,7.02
4,bf73723e-0606-4359-8545-e6357e2e4574,5b3ec890-7bb6-4f29-8998-10153f761465,奏太 山根,9a1a3711-6fa4-4f3b-af9b-de4a1462fd5f,MF,31,71,A,generated,0.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.2, 7.6, 8.2]","[50, 50, 50]",17,3,1,7.76
4,bf73723e-0606-4359-8545-e6357e2e4574,cc5afcc5-2cb1-4a58-a0e9-f3d78bb36122,伦纳德 莫纳汉,511869fc-0d4a-4a9d-874f-672bf7b73d7b,MF,24,72,S,generated,98800.0,LOW,-2,0,0,0,-1,-1,-0.008,-4.0,"[6.5, 6.4, 6.7]","[50, 50, 50]",9,1,0,6.73
4,bf73723e-0606-4359-8545-e6357e2e4574,37495931-b2e6-4789-8a3e-5974d58feb46,埃蒂安 齐默尔曼,f80a6187-52cf-4735-bc02-3ee1faf20fae,MF,21,55,A,generated,24013.0,LOW,-4,-2,0,0,-1,-1,-0.016,0.0,"[6.9, 6.5, 7.2]","[50, 50, 50]",7,3,0,7.47
4,bf73723e-0606-4359-8545-e6357e2e4574,dd29e847-4882-431c-b676-b8daa9920ee6,金斯顿 克莱顿,42fbdc5a-8c40-4bde-9235-322d4558de50,MF,23,85,S,generated,230000.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.0, 7.2, 8.7]","[50, 50, 50]",20,7,4,8.15
4,bf73723e-0606-4359-8545-e6357e2e4574,f2ca69b1-1716-4153-ac9c-dd0dedfe0be0,古达麦 易卜拉欣,d7869c27-6888-484a-a8f0-2302f76966d6,MF,23,66,S,generated,59850.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.0, 7.4, 9.0]","[50, 50, 50]",15,3,2,7.77
4,bf73723e-0606-4359-8545-e6357e2e4574,67d73aed-9213-4a7f-9cdf-c19101259a94,朱尔 马雷,2c041a01-f53d-4641-af0a-38f385a707e5,GK,30,55,A,generated,33344.0,LOW,-3,-2,2,-2,-1,0,-0.012,-18.0,"[7.4, 9.3, 6.4]","[50, 50, 50]",15,0,0,6.98
4,bf73723e-0606-4359-8545-e6357e2e4574,9739fb14-d319-4770-8501-82302b9bc3e4,龚嘉文,3611c1c7-91f0-4613-aaa5-3f05046a7cfd,FW,26,74,A,generated,116820.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.3, 8.0, 9.3]","[50, 50, 50]",15,6,2,7.86
4,bf73723e-0606-4359-8545-e6357e2e4574,1073dc84-f328-4605-8774-c770a620b130,贾马里 米克,57fe450c-b28d-419d-a0b3-63e5cc902728,FW,32,57,A,generated,0.0,LOW,-2,-1,2,-2,-1,0,-0.008,-18.0,"[8.5, 7.1, 7.1]","[50, 50, 50]",15,2,0,7.27
4,bf73723e-0606-4359-8545-e6357e2e4574,f85ee7bf-3e7a-4f54-a93c-f9f11a4e459b,赫德森 豪厄尔,718f50ad-1cfa-496b-88a9-ac1e32eb7a25,MF,23,64,A,generated,46543.0,LOW,-3,-2,0,0,-1,0,-0.012,0.0,"[7.3, 6.7, 7.1]","[50, 50, 50]",6,2,0,7.3
4,bf73723e-0606-4359-8545-e6357e2e4574,6ddbb691-6e0a-4bb5-8383-766c0428251e,祐荣 凤,b1fccedd-f7f5-4e1a-b20d-03941bdbfd8e,DF,27,62,A,generated,44600.0,LOW,-3,-2,2,-2,-1,0,-0.012,-18.0,"[8.2, 7.3, 7.4]","[50, 50, 50]",16,0,4,7.43
4,bf73723e-0606-4359-8545-e6357e2e4574,ad595274-f56c-4f93-bf42-3dbad2be55fe,诺埃 卡纳瓦罗,29b4a156-ad50-45be-b832-939e9765d81b,FW,25,74,S,generated,106200.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.1, 7.6, 7.3]","[50, 50, 50]",15,0,2,7.33
4,bf73723e-0606-4359-8545-e6357e2e4574,750f72d4-313c-4c5a-86b2-048581111c25,翁尼 林德曼,c3b55960-13bd-4a55-b5d4-819544a6302e,DF,34,64,S,generated,67588.0,LOW,-5,-2,-1,1,-1,-2,-0.02,3.0,"[6.7, 6.3, 6.1]","[50, 50, 50]",2,0,0,6.2
4,bf73723e-0606-4359-8545-e6357e2e4574,b1b3dac8-06d5-42ac-9a2b-72d457de0370,弗朗齐歇克 维斯尼奥斯基,58bcbf0c-3e33-411b-a10b-b48ebb72c0fd,DF,25,70,A,generated,85500.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.0, 6.8, 7.1]","[50, 50, 50]",15,0,1,7.31
4,bf73723e-0606-4359-8545-e6357e2e4574,45b9b941-a633-4817-b34f-24403d9d5267,若纳斯 奥利维拉,377ee383-a7cf-47f7-8718-3bc97b4813c7,FW,25,73,A,generated,99900.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.6, 6.5, 8.1]","[50, 50, 50]",16,8,7,8.29
4,bf73723e-0606-4359-8545-e6357e2e4574,e8092e5f-4627-486b-a526-16d0177a1ee6,尉迟庆,d9734de3-ae7d-4ffa-a1eb-1caa5904bec7,GK,29,59,A,generated,43163.0,LOW,-8,-2,-3,-2,-1,0,-0.032,-18.0,"[5.9, 5.4, 5.3]","[50, 50, 50]",16,0,0,6.83
4,bf73723e-0606-4359-8545-e6357e2e4574,e5a94964-999b-4732-a415-6b55983e0348,拉扬 贾奇,aea2865c-c8df-4aa3-8fe7-256edbb160a1,FW,31,78,A,generated,152912.0,LOW,-6,-2,-1,-1,-1,-1,-0.024,-10.0,"[6.2, 6.1, 6.4]","[50, 50, 50]",12,3,3,7.15
4,bf73723e-0606-4359-8545-e6357e2e4574,033910b9-e982-4618-b27a-9467a8237f63,奥拉夫 桑德罗斯,dc18fbbd-e586-44a9-b293-33f29e574c86,DF,34,61,A,generated,51058.0,LOW,-2,-2,2,1,-1,-2,-0.008,3.0,"[7.8, 6.8]","[70, 70]",1,0,0,6.8
4,bf73723e-0606-4359-8545-e6357e2e4574,df9af5a3-ded6-4196-8c7a-a8ec2ee5cfcf,拉尔斯 蒂索,006a6948-c022-4140-9f09-55496c717ec8,FW,23,73,A,generated,79565.0,NEUTRAL,-1,-2,2,0,-1,0,-0.004,0.0,"[7.2, 8.2, 6.7]","[50, 50, 50]",10,1,3,7.35
4,bf73723e-0606-4359-8545-e6357e2e4574,80a67bf7-c561-4734-8f27-6c5139aa5581,唐松文,caa7cbd4-c80e-4bba-a33e-c6a9c4e358c5,FW,31,81,S,generated,121030.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.9, 6.9, 8.9]","[50, 50, 50]",18,9,5,8.18
4,bf73723e-0606-4359-8545-e6357e2e4574,f19a87bc-b542-4c9a-bde2-904191fc6b40,夏黎洋,ca5363fa-daf6-4b94-988e-8e363382cc57,FW,30,72,A,generated,80028.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.6, 8.1, 7.6]","[50, 50, 50]",16,2,2,7.53
4,bf73723e-0606-4359-8545-e6357e2e4574,2ee8370a-2cea-4720-bcc6-32c372812e7b,徐俊豪,feaca516-54ea-4e07-8495-dca46e0df427,GK,29,60,A,generated,49320.0,LOW,-7,-2,-1,-2,-2,0,-0.028,-18.0,"[7.6, 6.2, 5.2]","[50, 70, 70]",20,0,2,6.67
4,bf73723e-0606-4359-8545-e6357e2e4574,85ae9f26-35d6-49a7-aa59-9458752171d6,法希姆 亚西尔,6e6bb008-2263-40ed-9a77-e9e836378fda,DF,24,59,A,generated,32173.0,LOW,-4,-2,-1,1,0,-2,-0.016,3.0,[6.2],[50],1,0,0,6.2
4,bf73723e-0606-4359-8545-e6357e2e4574,dba95641-fdcb-4bcb-b88a-5ef2901472e1,猜差纳 阿南,1a88743d-0b20-492d-add3-6a8961184f81,MF,25,74,S,generated,106200.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.1, 7.7, 10.0]","[50, 50, 50]",16,4,3,7.92
4,bf73723e-0606-4359-8545-e6357e2e4574,1b81513b-ebbc-4135-8253-870b75f8fd66,苏禹,4c1ec84b-28ed-4dec-a64f-a657a0f7cb52,FW,23,70,S,generated,66780.0,LOW,-4,-2,0,1,-1,-2,-0.016,3.0,"[6.6, 6.9, 7.2]","[50, 50, 50]",6,0,1,6.73
4,bf73723e-0606-4359-8545-e6357e2e4574,85c8632e-eb8c-426f-b203-dbae1ddd8f5b,金致鹏,d7869c27-6888-484a-a8f0-2302f76966d6,MF,27,66,A,generated,65835.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.5, 7.9, 7.3]","[50, 50, 50]",15,1,0,7.41
4,bf73723e-0606-4359-8545-e6357e2e4574,811fe37f-95c7-4a49-99f7-bee77a800467,波尔 乌尔夫,77c6fe93-150d-4b73-b3d3-cb0be4c5c867,FW,27,65,A,generated,59946.0,NEUTRAL,-1,-2,4,-2,-1,0,-0.004,-18.0,"[9.2, 7.9, 7.7]","[50, 50, 50]",19,5,3,7.85
4,bf73723e-0606-4359-8545-e6357e2e4574,d667f0c6-ed8e-47ed-97d0-12202a6d59a1,比亚尔尼 塞德尔,13ad2944-3ec7-4ec5-87d6-19e0eb43b2e3,FW,31,74,A,generated,119416.0,LOW,-4,-2,0,1,-1,-2,-0.016,3.0,"[7.3, 6.5, 6.2]","[50, 50, 50]",6,1,0,7.13
4,bf73723e-0606-4359-8545-e6357e2e4574,11643f48-45c9-4ad2-833e-2c98fcf6ef5b,张泽峰,c6d43c44-11e9-47de-b661-544e6c9e2c58,GK,26,62,S,generated,49846.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[8.2, 7.6, 5.0]","[50, 50, 50]",16,0,0,7.27
4,bf73723e-0606-4359-8545-e6357e2e4574,526b66e9-6b2d-4685-84c9-aaa34055ef21,塞萨尔 弗洛伦齐,27106979-3665-4b74-bc64-256babe7ad2e,GK,26,64,A,generated,54002.0,LOW,-5,-2,0,-2,-1,0,-0.02,-18.0,"[7.0, 6.1, 7.3]","[50, 50, 50]",15,0,3,6.75
4,bf73723e-0606-4359-8545-e6357e2e4574,fcf5431f-ac5e-4de9-b2a8-bc44520cf884,熊嘉实,95400555-b9c3-425d-8232-8b86e0a91ca5,MF,30,85,S,generated,207000.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.9, 9.3, 7.4]","[50, 50, 50]",17,6,2,8.0
4,bf73723e-0606-4359-8545-e6357e2e4574,7bb14efd-45a5-4599-a0af-9a97794ae105,埃当 菲奥雷,98d39bde-fee3-4efe-87ac-46691e943297,DF,29,69,S,generated,72675.0,NEUTRAL,0,0,2,1,-1,-2,0.0,3.0,"[8.0, 6.7, 7.6]","[50, 50, 50]",5,1,0,7.22
4,bf73723e-0606-4359-8545-e6357e2e4574,c483a81e-3d68-4075-958f-d7e1d32d7573,莱昂纳多 托雷斯,5bf54cba-5b7a-4632-bf59-503ac4f493ab,MF,31,74,A,generated,0.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.9, 7.3, 7.4]","[50, 50, 50]",15,2,0,7.4
4,bf73723e-0606-4359-8545-e6357e2e4574,af3ccb44-dd20-4620-878f-e52fb125e644,哈尼 比拉尔,4cfa84d7-a28d-4fa7-b027-e46898055965,GK,26,66,S,generated,65450.0,LOW,-5,-1,-1,-2,-1,0,-0.02,-18.0,"[6.5, 5.5, 6.4]","[50, 50, 50]",15,1,1,6.97
4,bf73723e-0606-4359-8545-e6357e2e4574,32dc157a-0cdb-4a40-8d13-898d5aed14e0,耶律鹏洋,f15b6248-89a2-4cf3-b3e1-6d5932786764,DF,31,84,S,generated,144970.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.9, 7.2, 8.6]","[50, 50, 50]",19,3,3,7.71
