season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,matches,goals,assists,average_rating
1,4487081d-f655-4460-969a-a0047ee5b4c5,add2ed59-b2d5-4e5b-994c-33614dd2bf24,格奥尔格 莫兰,5b26471e-24f4-4478-8820-025fdd564484,MF,29,61,A,generated,50450.0,15,3,0,7.27
1,4487081d-f655-4460-969a-a0047ee5b4c5,b809f8ed-c610-4cbc-8027-bb711d46da13,梅利乔 苏里亚,ec48a7df-e0a0-46b9-95d2-d7a4c96e210e,MF,22,70,A,generated,58050.0,17,6,6,8.32
1,4487081d-f655-4460-969a-a0047ee5b4c5,5466d184-c3fb-4aec-971b-47fdee560f14,凯文 奈特,bf795cdc-4898-4a6c-be0b-9c05f5fdc7e6,MF,20,56,A,generated,47050.0,15,5,2,7.87
1,4487081d-f655-4460-969a-a0047ee5b4c5,6b06985e-ceb8-4e22-b770-94677e648f7b,朱尔 费斯塔,bd1671c2-3aa8-4db3-8fa8-70d9edbae57e,GK,23,48,B,generated,39350.0,15,0,1,6.41
1,4487081d-f655-4460-969a-a0047ee5b4c5,9f160cdd-ae6f-44db-8cc9-33f973b3f7a0,托尔 芬,f3174ae2-2cdf-4df9-a51a-13afc0cd0ec1,DF,29,69,A,generated,57300.0,15,2,0,7.85
1,4487081d-f655-4460-969a-a0047ee5b4c5,e42beabc-055e-4519-acbf-8062a5f2ca3c,赵约,bd27c00f-8faa-4503-86fe-3ea5baf18531,DF,29,62,A,generated,51300.0,17,1,3,7.49
1,4487081d-f655-4460-969a-a0047ee5b4c5,a43c2e10-4363-4708-962d-1b640f126df9,阿尔弗雷德 芒塞尔,d8b6816f-a8c1-4b7e-8afc-a0f61c5b3a83,MF,25,68,A,generated,56650.0,15,8,1,8.12
1,4487081d-f655-4460-969a-a0047ee5b4c5,8f28e949-ca2d-4edc-84d5-da6b3256f37c,孝 佐藤,49c1c2ca-dafe-47cf-91bb-8fd2e7480a02,DF,24,71,A,generated,59000.0,17,0,2,6.75
1,4487081d-f655-4460-969a-a0047ee5b4c5,9643cdb9-69d1-4dba-a184-c804a01f7963,林努斯 科斯塔库塔,4a6f18e4-fd10-45b5-8b00-efbcebe9a75d,GK,32,62,A,generated,51200.0,19,0,0,6.88
1,4487081d-f655-4460-969a-a0047ee5b4c5,836e068e-89dd-4cdd-9015-951194921465,马龙 米兰达,440cb51c-41e6-41bf-9be5-d5fd234b8be5,GK,24,56,A,generated,46450.0,17,1,1,6.58
1,4487081d-f655-4460-969a-a0047ee5b4c5,f022dc60-b563-4840-b35e-35a54a595926,特里格韦 乌尔夫,6a4b62f0-9760-472f-9596-f8bd3f6988c6,GK,23,51,B,generated,42150.0,15,0,0,6.72
1,4487081d-f655-4460-969a-a0047ee5b4c5,5d70adb1-8329-4f0a-b8c2-d9faf09ea872,蒂雷尔 惠勒,cc8e237e-ea96-461a-8b9b-7edf585b68c7,MF,26,64,A,generated,52950.0,18,7,4,8.39
1,4487081d-f655-4460-969a-a0047ee5b4c5,482004df-2156-4496-819d-b652e3569f10,燮 畜,111b523f-4d6e-4b55-8eda-9e0cbc9a8a8f,FW,22,64,A,generated,53200.0,16,9,2,8.31
1,4487081d-f655-4460-969a-a0047ee5b4c5,2f9db97a-94c7-4f0d-8401-2cff28dcc071,张星腾,0a37218f-fa1d-4546-b362-6f158b75bc93,MF,25,63,A,generated,52100.0,15,3,1,7.57
1,4487081d-f655-4460-969a-a0047ee5b4c5,99934914-0dad-46f6-9dea-530c391b23e6,助 千叶,bb7b4cd7-94c5-4338-b105-262e857e8410,FW,29,55,B,generated,45350.0,15,7,4,7.73
1,4487081d-f655-4460-969a-a0047ee5b4c5,b668d73f-897b-4a17-990d-abc65ed0ec9c,里奇 加德纳,d7cba5fa-0f84-4bf0-ba6e-37a73770d265,MF,31,58,B,generated,47850.0,15,1,3,7.5
1,4487081d-f655-4460-969a-a0047ee5b4c5,551563c8-486a-4db6-afeb-29dfc4cc384f,田防,23278f69-e694-423d-816e-d53422ebe287,MF,26,101,S,generated,84300.0,18,12,12,9.16
1,4487081d-f655-4460-969a-a0047ee5b4c5,fa1e75d4-e6ab-4cfe-850c-e15085415cfa,昌司 小御门,a0d1ca1e-d26e-4264-b4bd-aeaa2ec34fef,MF,26,75,A,generated,62400.0,17,5,2,7.72
1,4487081d-f655-4460-969a-a0047ee5b4c5,7e70f742-d3cd-46dd-b064-84436e060e7b,彬 陶,54c85925-c14a-4857-bbe7-979c107ac6f8,FW,18,58,A,generated,48000.0,15,5,1,7.94
1,4487081d-f655-4460-969a-a0047ee5b4c5,ed74efe4-9675-4791-8fd7-295acbb69abe,彰 木村,6b6bb06a-849d-4a43-9fe9-22ced7c1628a,MF,23,70,A,generated,58250.0,16,9,2,8.29
1,4487081d-f655-4460-969a-a0047ee5b4c5,2cbae753-d5f8-4853-b271-0a2366c55d93,朱利安 格洛弗,974410c0-744d-4061-91a6-d3e41f44a051,MF,24,63,A,generated,52100.0,17,5,2,7.55
1,4487081d-f655-4460-969a-a0047ee5b4c5,827270b5-f44e-4fb2-bd6e-10886ba135a5,佩里克利斯 法乔利,77c1573b-1772-46d0-91dd-4c0eb6dd650f,GK,25,61,A,generated,50400.0,17,0,0,7.16
1,4487081d-f655-4460-969a-a0047ee5b4c5,08dd89e8-5ec5-444a-82c6-4de3e204df46,金金禾,6ffd6ab0-619d-4cc4-b4e2-d68c24b329ca,FW,24,85,S,generated,71100.0,15,14,3,8.97
1,4487081d-f655-4460-969a-a0047ee5b4c5,8ee849f6-2583-44b9-add2-30166b173d25,杨鹏伟,8d0c82c3-a509-47e2-8003-dc2e6500abfd,GK,27,67,A,generated,55600.0,19,0,0,6.16
1,4487081d-f655-4460-969a-a0047ee5b4c5,246c8e62-faa3-413c-88c9-8e1dfc21db11,安德鲁 莱德,9815fa27-5707-46ed-920d-c756a0e60f97,FW,24,61,A,generated,50650.0,17,11,3,8.35
1,4487081d-f655-4460-969a-a0047ee5b4c5,539663e7-b875-4c88-9143-c3318f305c47,达维安 麦金太尔,07ab2f4c-7945-4f8e-864b-4b6332e8d117,FW,25,66,A,generated,54750.0,16,8,3,8.38
1,4487081d-f655-4460-969a-a0047ee5b4c5,76e10f17-59d6-4b3b-9dc4-ca9e99bc9e5f,多里安 朗,e2bf3505-10b5-4a2f-84de-79f3a4e18e43,MF,29,70,A,generated,58050.0,15,9,2,8.11
1,4487081d-f655-4460-969a-a0047ee5b4c5,9d5bf5cd-9ffb-4676-9c99-d475889a32a2,阿尔明 蒂索,8219749b-ffff-4d26-bb87-a95cc5a5b1bd,GK,21,40,B,generated,32700.0,15,0,0,6.33
1,4487081d-f655-4460-969a-a0047ee5b4c5,a5b7b632-6642-4584-8339-69c15704b459,陽輝 金井,fcb4d0e4-f72d-444e-8ec3-6c1317c59dd4,DF,25,66,A,generated,54950.0,17,0,1,6.64
1,4487081d-f655-4460-969a-a0047ee5b4c5,7d595545-c600-49f1-8854-405c98f98a70,万越泽,309590f4-dd0e-4d6c-9e4a-39e58bc37036,DF,25,58,A,generated,48200.0,16,1,0,7.18
1,4487081d-f655-4460-969a-a0047ee5b4c5,aa920755-75dc-4120-8a34-9b1cd0a6b489,邱谬,49f5ea7b-f2bb-42ec-9b4a-f94d421e55a4,MF,28,65,A,generated,53750.0,19,3,0,7.8
1,4487081d-f655-4460-969a-a0047ee5b4c5,e89c5941-9124-424e-9dbb-6dd00dd74024,费利佩 托尔多,731e6900-3efb-4e33-ba3e-48baae14cdb1,MF,27,80,S,generated,66500.0,16,12,6,9.27
1,4487081d-f655-4460-969a-a0047ee5b4c5,14a1e6c5-2095-46a9-8389-de4ba18e2e01,夏文耀,2f75fc52-cb35-4b9c-be49-d5a6a14cb22a,FW,28,83,S,generated,69150.0,21,22,7,8.67
1,4487081d-f655-4460-969a-a0047ee5b4c5,5d264149-ad87-40b4-976a-74a2cdb442fe,真 津田,33becdfb-5059-4bd5-8800-5478f333d94d,DF,26,63,A,generated,52150.0,15,3,1,7.78
1,4487081d-f655-4460-969a-a0047ee5b4c5,65bee4a2-d0d3-4401-bff0-b5497b9eae48,巴育 察猜,e3e20a71-3ebe-4435-8451-00cc7cea6122,DF,23,61,A,generated,50400.0,16,1,1,7.44
1,4487081d-f655-4460-969a-a0047ee5b4c5,ed54edae-18e4-4ef6-af39-a3c8c6b931be,覃智文,758860d9-d1e2-4144-97f8-ab44700f1390,DF,28,54,B,generated,44550.0,15,0,3,7.33
1,4487081d-f655-4460-969a-a0047ee5b4c5,1f8a9143-1a96-46c5-be25-9ad8327ae316,顾文君,0c911a10-f2d3-42da-9505-4bfcb2deaad9,GK,27,46,B,generated,37750.0,16,0,1,6.24
1,4487081d-f655-4460-969a-a0047ee5b4c5,6ca489c7-ce34-4929-a71c-d16297e56df4,法赫德 礼萨,5345b378-c2d5-44fd-832a-1f84746d672a,FW,29,66,A,generated,54600.0,18,11,6,8.23
1,4487081d-f655-4460-969a-a0047ee5b4c5,3dee3612-e342-414a-aa32-2d6c6aa49fe6,熊晓铭,da1c3d53-07c1-4968-ac38-392df8f3a46d,MF,32,67,A,generated,55500.0,15,3,4,8.45
1,4487081d-f655-4460-969a-a0047ee5b4c5,8375666c-ccaa-4e26-baf0-93a933f00355,俞故,849c8a6f-bd29-4061-a648-aa7ef868645e,MF,27,79,S,generated,65750.0,16,3,1,7.66
1,4487081d-f655-4460-969a-a0047ee5b4c5,941fc39b-194c-4334-8f86-aaf6d3800a2c,埃丁 克雷吉茨科娃,3876d4f9-b7d3-4b3c-b6e4-ff8701c767c2,DF,26,66,A,generated,54750.0,16,3,2,7.43
1,4487081d-f655-4460-969a-a0047ee5b4c5,8971c8bb-6c4b-4ee8-81b1-091570c959b8,库尔特 科佩伦斯,c13d8cbf-41ff-4168-b962-9325d2c44b2c,FW,28,67,A,generated,55500.0,15,14,4,8.69
1,4487081d-f655-4460-969a-a0047ee5b4c5,05557629-b928-4869-b486-81aa9b755700,陈阳,a6e02df8-6502-4ccd-ae70-0e7c2f4b9f0b,FW,28,65,A,generated,53800.0,16,11,0,7.94
1,4487081d-f655-4460-969a-a0047ee5b4c5,11b8c7f6-0ba4-427f-beae-95f58ceceaed,法提赫 马利克,96224d0b-cb18-47d7-9f76-be3271e5ed83,GK,23,59,A,generated,49000.0,17,0,1,6.13
1,4487081d-f655-4460-969a-a0047ee5b4c5,468dc10f-e0d6-4f0d-a4c4-02d886fb885d,董文守,07ab2f4c-7945-4f8e-864b-4b6332e8d117,DF,22,68,A,generated,56500.0,16,1,1,7.36
1,4487081d-f655-4460-969a-a0047ee5b4c5,d4761ddc-daf7-40fc-b906-0defb30f56d2,布兰特利 霍尔,3e581cb0-9156-44bd-94f6-aa02d66880ad,MF,20,65,A,generated,53800.0,15,4,2,7.93
1,4487081d-f655-4460-969a-a0047ee5b4c5,22ab5bf3-37ef-4016-a392-bba15c86068d,弗朗茨 吉约姆,b362c23e-df58-412c-9ab7-e48928621e79,FW,29,66,A,generated,54650.0,15,14,5,9.13
1,4487081d-f655-4460-969a-a0047ee5b4c5,cf302b9c-7945-43bc-8ddd-85504927fb99,权 致,3876d4f9-b7d3-4b3c-b6e4-ff8701c767c2,MF,29,63,A,generated,52100.0,16,4,3,7.5
1,4487081d-f655-4460-969a-a0047ee5b4c5,9df462d8-3cba-40db-9c53-d63cf3ee698a,亚尔马尔 诺德格伦,bf1f2c53-25f7-4829-86ef-82a16b2961a7,FW,31,53,B,generated,43550.0,16,10,3,8.16
1,4487081d-f655-4460-969a-a0047ee5b4c5,03c5e61b-d052-42c1-b814-9b37da0cacf5,威沙努 埃卡差,22bda152-748b-4baf-bf7d-5f7ee67d482c,FW,25,64,A,generated,52950.0,15,6,7,8.35
1,4487081d-f655-4460-969a-a0047ee5b4c5,cfaa9bd0-019f-40e6-a5e0-41ec96211e20,乔军彬,43e82f85-6f8c-41d7-917e-b5dcfa22774b,MF,19,58,A,generated,48200.0,16,2,0,7.78
1,4487081d-f655-4460-969a-a0047ee5b4c5,902823b9-5b70-41db-a75b-719a2041ce68,杨宁涛,8cf38db9-6065-47f4-b3a2-2abc53db15d2,MF,25,59,A,generated,49000.0,15,2,2,7.65
1,4487081d-f655-4460-969a-a0047ee5b4c5,60e10ca3-76f5-48b1-aa57-b57e863615ab,潘绍和,044eabcf-812c-41ad-a1f5-9db6f21ed491,MF,25,59,A,generated,48950.0,15,1,4,8.02
1,4487081d-f655-4460-969a-a0047ee5b4c5,bf099a1e-5fa7-4e5d-96a8-4fd99e7a9d69,里卡多 费拉里,3293dc70-0f08-4714-8da4-f2bf2ccc7c01,DF,25,69,S,generated,57900.0,17,2,3,7.87
1,4487081d-f655-4460-969a-a0047ee5b4c5,2bedd832-d72f-45e8-b80d-a48853c5a74a,哈拉兰博斯 涅托,bfdaa9ae-c1f2-4e55-97a6-82dbc554d2a3,GK,29,65,A,generated,53800.0,18,0,0,6.38
1,4487081d-f655-4460-969a-a0047ee5b4c5,3fb6e4bc-63b5-4824-a33c-856c5218c518,贾斯汀 哈格雷夫斯,bb7b4cd7-94c5-4338-b105-262e857e8410,FW,24,61,A,generated,51100.0,15,12,2,8.26
1,4487081d-f655-4460-969a-a0047ee5b4c5,f6f7243e-76c6-4fd3-bcbc-3f8bac8b8d33,韦塞尔 拉赫曼,a921bd81-d524-409e-b55e-bc8509868600,MF,28,71,A,generated,58850.0,15,4,1,7.97
1,4487081d-f655-4460-969a-a0047ee5b4c5,d81a59fe-3f5e-48ec-9526-c5502ab18146,高华洋,ab3bb8c5-d135-4156-9023-96609ce57197,MF,18,60,A,generated,49900.0,17,3,5,7.94
1,4487081d-f655-4460-969a-a0047ee5b4c5,3247fa4e-fd81-4f7a-8114-3245b266f5b1,西拉诺 费雷拉,75477b77-3c16-44fe-823e-b88f837ac147,FW,32,65,S,generated,54900.0,15,8,1,8.67
1,4487081d-f655-4460-969a-a0047ee5b4c5,509936c1-07d5-453c-bed3-0b65b180ec0e,康拉德 亨德里克斯,284ffb4e-77da-4050-86aa-6e3b3f1ad9f8,MF,28,56,B,generated,46250.0,19,2,3,7.59
1,4487081d-f655-4460-969a-a0047ee5b4c5,eeb8672d-9db3-429f-b4ae-c118bd1b3eb8,邵杉,3892aac9-8054-4643-9c7b-a91b06fa99fd,MF,26,70,A,generated,58150.0,15,10,4,8.25
1,4487081d-f655-4460-969a-a0047ee5b4c5,13c1f185-3968-4325-b094-d3d60b03273e,罗立杰,42053a52-51ee-4911-a9ee-1ec2405ac400,FW,26,59,A,generated,48750.0,15,4,3,8.02
1,4487081d-f655-4460-969a-a0047ee5b4c5,706f3e5c-794d-4caa-a12b-122fc2bef72b,顾明强,7959e002-0504-44ab-9b38-b15a045224fb,GK,31,64,A,generated,52950.0,19,0,0,6.27
1,4487081d-f655-4460-969a-a0047ee5b4c5,6db0505e-0126-44bb-826a-1e1b5bef13e9,罗军强,a0d1ca1e-d26e-4264-b4bd-aeaa2ec34fef,MF,23,78,S,generated,65200.0,17,5,2,8.5
1,4487081d-f655-4460-969a-a0047ee5b4c5,ec66d85c-8037-4a76-92c2-a92443f3ece6,普林斯顿 史蒂文森,5c65363c-27d3-4c41-a82e-f3f2c0f28e00,GK,36,40,B,generated,32800.0,15,0,0,6.59
1,4487081d-f655-4460-969a-a0047ee5b4c5,d44b11c9-b306-4850-92ef-8a31c30527c2,崔错,5345b378-c2d5-44fd-832a-1f84746d672a,MF,22,80,S,generated,66850.0,18,6,6,7.9
1,4487081d-f655-4460-969a-a0047ee5b4c5,d9519db3-04fe-4093-abdc-5708805c2d8f,谭纲,cffef660-04fe-43f6-a516-544460906c1c,MF,27,68,A,generated,56450.0,17,5,2,8.22
1,4487081d-f655-4460-969a-a0047ee5b4c5,3b7af2fe-d7bf-41c0-9c51-0a47e4b07dd0,梁嘉福,292fba29-3830-4f2b-a1c9-45bf82cc2aec,FW,23,78,S,generated,65050.0,17,22,2,9.13
1,4487081d-f655-4460-969a-a0047ee5b4c5,9de41cdc-b341-4e87-9387-8382033a5c29,蓬猜 察猜,4aad9483-daee-4fed-bd5d-7549577b701b,MF,27,67,A,generated,55500.0,16,5,4,8.03
1,4487081d-f655-4460-969a-a0047ee5b4c5,7c41c9e5-8843-48cd-b518-d785134f4bdb,湊斗 岩田,06e6569a-d5e8-4f42-8b4d-cf0a010e445c,GK,24,59,A,generated,49050.0,15,0,2,7.39
1,4487081d-f655-4460-969a-a0047ee5b4c5,02d6781a-6086-4ef7-89ec-ce1a3fccab04,朔 大竹,e3d5afa0-5c1c-4add-a0d2-1ce8a0f84b8e,GK,26,54,B,generated,44450.0,17,0,1,6.89
1,4487081d-f655-4460-969a-a0047ee5b4c5,d9cf016b-52b0-4b21-ae81-6c14bbec5feb,卢 瑜伽,35c8b0bf-4bbe-41fd-b936-6dcd8259f2d7,FW,26,69,A,generated,57250.0,18,18,7,9.3
1,4487081d-f655-4460-969a-a0047ee5b4c5,48ec0d40-c95f-4a66-8c71-40fea53a1cf7,曾弘翔,2f75fc52-cb35-4b9c-be49-d5a6a14cb22a,MF,23,86,S,generated,71900.0,21,9,8,8.8
1,4487081d-f655-4460-969a-a0047ee5b4c5,76628aec-216d-4b7d-937e-0985518e94a3,宰范 杓,3ba408ba-8c10-40e1-96b5-560ff0cf757b,DF,25,67,A,generated,55800.0,16,1,2,7.22
1,4487081d-f655-4460-969a-a0047ee5b4c5,a7987b53-90c7-451d-ae23-d3b870d9637e,千颯 藤原,bcf35420-6fb9-4593-93d5-af074ea932c2,MF,19,59,A,generated,49050.0,15,3,1,7.38
1,4487081d-f655-4460-969a-a0047ee5b4c5,bbce083e-3697-49f6-a4bf-183eb46752b5,阿卜杜勒-穆吉布 奥马尔,4e3e410c-1b95-45bd-927a-d44638c55bcf,FW,25,77,S,generated,64100.0,17,12,9,9.0
1,4487081d-f655-4460-969a-a0047ee5b4c5,9763021d-8b7d-4f2f-9b29-61a4c9fbab1e,韩文锐,75477b77-3c16-44fe-823e-b88f837ac147,DF,25,54,B,generated,44600.0,15,1,0,6.79
1,4487081d-f655-4460-969a-a0047ee5b4c5,d2a7945b-dc14-4970-9105-284e7fd39681,叡俊 智,2569ef5e-b9c6-4894-a856-94f31eed5666,FW,26,56,B,generated,46250.0,15,5,1,8.03
1,4487081d-f655-4460-969a-a0047ee5b4c5,43a16660-7432-4568-9cef-778622a1f7ac,司空俊强,f02e5f20-4d12-4b12-900b-fdca65d429b8,MF,24,81,S,generated,67700.0,16,12,0,8.59
1,4487081d-f655-4460-969a-a0047ee5b4c5,3bcfa812-ad88-4b9c-ba0b-941e88ba85be,安德烈斯 鲁伊斯,01907485-2ab8-4523-b9fa-6912674641d3,DF,22,64,S,generated,54100.0,19,1,1,6.92
1,4487081d-f655-4460-969a-a0047ee5b4c5,79fd0a1f-241f-481d-93bd-4a922ab6029e,炫优 星,309590f4-dd0e-4d6c-9e4a-39e58bc37036,DF,22,55,B,generated,45450.0,16,0,2,7.24
1,4487081d-f655-4460-969a-a0047ee5b4c5,7f8e53a7-84f7-4733-b0f7-8b90d0ea5406,刘文治,a0d1ca1e-d26e-4264-b4bd-aeaa2ec34fef,GK,24,68,A,generated,56350.0,17,0,0,6.88
1,4487081d-f655-4460-969a-a0047ee5b4c5,3ef58fed-5825-4607-b2a8-cd54ba49c049,埃里克 沃特金斯,b362c23e-df58-412c-9ab7-e48928621e79,MF,31,64,A,generated,53000.0,15,6,4,8.1
1,4487081d-f655-4460-969a-a0047ee5b4c5,acc95442-c95c-47f9-b6d2-6d2229e73f83,李亮明,10e6809e-84ce-435a-8697-71eaa5d94750,MF,28,64,A,generated,53000.0,16,4,4,7.81
1,4487081d-f655-4460-969a-a0047ee5b4c5,eeb8f5f2-02f8-4592-bcc8-8f5632836e8a,拉法埃莱 加图索,75477b77-3c16-44fe-823e-b88f837ac147,MF,26,73,S,generated,60450.0,15,5,0,7.77
1,4487081d-f655-4460-969a-a0047ee5b4c5,9ea587cc-12cb-4cbc-be23-c6b47d8095ca,宇 裴,0aef1107-5008-4689-8a43-157ba1191519,MF,29,72,A,generated,59850.0,19,3,7,8.08
1,4487081d-f655-4460-969a-a0047ee5b4c5,8c068abc-1b8c-4dc1-8b9e-ba52eb75b7ea,金绍刚,758860d9-d1e2-4144-97f8-ab44700f1390,DF,23,58,A,generated,48000.0,15,0,1,6.75
1,4487081d-f655-4460-969a-a0047ee5b4c5,51ed3499-fd1b-4d60-a648-b2a8b852cd08,帕特里克 赛德尔,0e677fdf-187f-4a1a-b9a2-37fbf0d07c2b,MF,29,80,S,generated,66600.0,19,8,4,8.16
1,4487081d-f655-4460-969a-a0047ee5b4c5,66d8f49f-1b49-4c1c-ad5f-c92b7e48f4e9,宋景平,bf1f2c53-25f7-4829-86ef-82a16b2961a7,MF,28,56,B,generated,46250.0,16,3,6,7.72
1,4487081d-f655-4460-969a-a0047ee5b4c5,2fffffae-1600-4299-a719-e759cce2e268,義経 井上,01907485-2ab8-4523-b9fa-6912674641d3,FW,24,64,A,generated,53050.0,19,8,1,7.84
1,4487081d-f655-4460-969a-a0047ee5b4c5,021e81c9-a67d-4d61-b588-bc26f99623ea,兰斯顿 文森特,f02e5f20-4d12-4b12-900b-fdca65d429b8,FW,27,67,A,generated,55600.0,16,7,10,8.84
1,4487081d-f655-4460-969a-a0047ee5b4c5,79bd65d7-d889-4fe7-9e0f-e5a8dfc164e6,马嘉,c10db79c-dcdb-4c39-b26d-a2110e8a5cc4,GK,23,57,B,generated,47000.0,16,0,1,6.76
1,4487081d-f655-4460-969a-a0047ee5b4c5,fa238a8e-468d-4759-8624-254fc7270afb,曹天志,25d72cb1-8b3f-49d8-8919-b7a20d93dabe,MF,24,64,A,generated,53300.0,16,4,4,8.32
1,4487081d-f655-4460-969a-a0047ee5b4c5,6267b595-a5a2-4c98-a9cf-1e2c6fae07d1,埃格曼 霍斯陆,4f3b655c-28d0-443f-a032-bd8067e618cb,DF,36,56,S,generated,47650.0,16,1,2,7.55
1,4487081d-f655-4460-969a-a0047ee5b4c5,83ef3d7e-4741-40c7-90f8-d9c325c237a6,比尔尼尔 舍曼,39be931c-c49e-4f28-9a00-10ec08c15176,GK,22,54,A,generated,44700.0,17,0,3,6.81
1,4487081d-f655-4460-969a-a0047ee5b4c5,01e0272e-926f-4a08-afda-cab770f26c22,詹卢卡 桑托斯,ec2e1c29-d7a6-4521-8247-3219d595bbd7,MF,28,51,B,generated,41850.0,17,2,1,7.42
1,4487081d-f655-4460-969a-a0047ee5b4c5,5a7b97dd-a31c-40d7-b0e8-82c1781908dc,優太 山村,35c8b0bf-4bbe-41fd-b936-6dcd8259f2d7,MF,22,69,A,generated,57350.0,18,4,5,8.27
1,4487081d-f655-4460-969a-a0047ee5b4c5,0ef71bff-617c-40c8-96df-00711ecc52f0,厚 堀内,a11d7018-e1e8-4f8e-824e-19fdc3fa6ea5,GK,31,55,B,generated,45350.0,15,0,0,6.67
1,4487081d-f655-4460-969a-a0047ee5b4c5,cd5cb806-c9ab-4e9a-915e-69f50b16f403,特罗菲姆 伊斯托明,5a7561b1-368d-4ba6-a386-e3242ea01d1b,DF,27,66,A,generated,54650.0,18,4,0,7.57
1,4487081d-f655-4460-969a-a0047ee5b4c5,0b5119d1-a26c-4825-a833-b45cd99724a5,约万 格里戈里耶夫,9570e08a-da44-4518-936f-42d433dc39fa,MF,24,58,A,generated,47900.0,16,3,2,8.11
