season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,rookie_market_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,16eb7054-eb6c-45c9-8764-2d42ec8efaac,设拉子酒,True,a14c4617-240a-46a6-990f-37f821870474,3,3,23,14,7,2,5,37,27,10,18,56.28,74.38,91,12,0,5,1,0,0,2250000.0,1242065.0,55.2,1769079.2,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,179def1b-c245-42c7-a39c-6de91882b237,智利红酒,True,698db303-c978-44e4-a85a-c086ddf13168,3,7,14,14,4,2,8,30,32,-2,18,55.67,70.5,76,12,0,6,2,0,0,2250000.0,953678.0,42.39,4447108.83,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,17c25bce-2abb-4a31-93bf-c49aa9a583ab,三狮军团,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,4,24,14,7,3,4,34,25,9,18,67.39,86.62,95,13,0,6,3,0,0,4200000.0,2390466.0,56.92,4556762.19,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1810d612-ed34-4743-b1b9-1548cf7e56a5,水手桑普,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,6,16,14,5,1,8,22,32,-10,18,53.0,63.0,72,12,0,5,1,0,0,1600000.0,605855.0,37.87,3429347.36,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,18aee98c-a0f2-490f-9876-7caf88dd0f08,大流士王,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,8,3,14,0,3,11,13,36,-23,18,48.11,59.88,81,16,0,10,3,0,0,1600000.0,498886.4,31.18,3652180.31,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,19e3f4c4-6b77-4626-8851-46bf9cd3f50d,足球精灵,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,3,22,14,6,4,4,21,19,2,18,68.33,81.88,91,13,0,6,2,0,0,4200000.0,1829421.0,43.56,6596053.31,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1a88743d-0b20-492d-add3-6a8961184f81,驼峰运输,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,4,25,14,8,1,5,23,20,3,18,51.83,68.5,85,14,0,8,3,0,0,1600000.0,863359.0,53.96,4873763.01,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1ac3e675-afac-466f-a9fd-4f806bf7c6f3,狼队伍尔弗,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,3,20,14,6,2,6,24,24,0,18,58.0,70.62,85,11,0,6,3,0,0,2250000.0,1092458.0,48.55,6734254.93,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1af119e0-e593-4062-88fb-92dc16a57205,土耳其近,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,8,6,14,1,3,10,13,27,-14,18,50.39,61.62,71,10,0,5,1,0,0,1600000.0,530047.0,33.13,3434754.44,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1b2cba45-5a62-4e16-9152-784ae9932f6c,阿根廷梦,True,b34e5953-6ecc-49f9-b231-ac8b8d7f89da,2,2,21,14,5,6,3,24,23,1,18,55.94,74.38,86,14,0,8,2,0,0,3100000.0,1073698.5,34.64,6772488.34,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1b4e22b3-444a-49bd-bb80-33b02310ae6e,沙滩足球,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,2,24,14,7,3,4,36,31,5,18,68.61,85.88,91,14,0,7,1,0,0,4200000.0,2469376.0,58.79,4437926.21,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1d51a369-b074-4981-ae75-b1502605df6b,沙漠孤鹰,True,a8fde632-9f65-467d-bc44-32641788bb66,3,2,24,14,7,3,4,29,22,7,18,55.17,71.75,85,14,0,7,2,0,0,2250000.0,1086986.0,48.31,4657308.24,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1d876db7-4a41-422c-b698-ef8b431b2072,铁锤帮西汉,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,2,28,14,8,4,2,34,18,16,18,63.72,80.25,99,13,0,6,2,0,0,3100000.0,1738105.6,56.07,5179641.98,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1e858fc7-b407-4cf1-ae63-7b50797fd677,星月传奇,True,a214dae7-f210-4978-a373-8769b832bee7,3,2,26,14,8,2,4,28,20,8,16,65.88,75.75,84,11,0,3,0,0,0,2250000.0,1494321.0,66.41,3534835.27,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1e9dd6c4-5654-43b9-b015-820e6b746148,绿茵魔术师,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,1,25,14,8,1,5,33,24,9,18,72.06,86.25,96,11,0,4,1,0,0,4200000.0,2753320.0,65.56,5643845.22,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,1fc6b440-f3a0-40a8-9da9-6aeb7511c6f2,沙漠玫瑰,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,4,21,14,6,3,5,30,20,10,18,51.72,69.5,97,16,0,10,3,0,0,1600000.0,832475.2,52.03,3518055.39,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,2057008e-e99c-4efd-9acf-ff25f2ea4cff,尼罗河神,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,6,16,14,4,4,6,38,41,-3,18,64.11,80.5,92,13,0,7,2,0,0,4200000.0,1815027.0,43.21,7298524.77,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,208710dc-1c42-4656-a917-fa2cf48be7b1,中原飞虎,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,3,24,14,7,3,4,33,31,2,17,62.18,75.38,84,12,0,5,1,0,0,3100000.0,1276268.5,41.17,6630116.07,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,22a97709-e9b7-47c7-a868-436c9fc04b53,青龙偃月,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,7,13,14,3,4,7,32,36,-4,18,65.78,82.38,89,14,0,6,2,0,0,4200000.0,1872587.0,44.59,6280504.78,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,23e14ca1-58d8-4e82-8320-1660f2004670,石化巨人,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,7,13,14,3,4,7,26,38,-12,18,57.0,72.0,85,13,0,7,2,0,0,3100000.0,997628.0,32.18,6738050.33,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,25b85fb1-f46c-41b1-a611-99b7b0e5f623,撒丁岛卡,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,5,21,14,6,3,5,22,23,-1,18,49.72,64.62,74,14,0,7,3,0,0,1600000.0,544373.8,34.02,3346494.02,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,263cf029-6ac6-4387-9c0e-3b60159bfbbf,紫电龙骑,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,6,14,14,3,5,6,23,29,-6,18,67.33,81.62,94,15,0,9,2,0,0,4200000.0,1822284.0,43.39,6321887.72,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,26592c57-70eb-43ac-89fe-cbb2e4fd7d1d,一千零一夜,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,7,16,14,4,4,6,26,32,-6,18,69.22,82.62,93,10,0,4,1,0,0,4200000.0,2135405.0,50.84,5352194.09,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,27106979-3665-4b74-bc64-256babe7ad2e,沙漠之舟,True,a14c4617-240a-46a6-990f-37f821870474,3,2,25,14,8,1,5,35,28,7,18,63.5,74.38,92,10,0,4,2,0,0,2250000.0,1415808.0,62.92,3669547.46,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,285bca99-7be9-4c07-aecf-8920c07367ef,大津巴布,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,8,12,14,2,6,6,18,25,-7,18,51.17,63.0,71,14,0,6,2,0,0,1600000.0,511330.0,31.96,3593358.7,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,28991d5a-e175-4eb8-bbc7-c095ebf0f15b,马里帝国,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,6,17,14,4,5,5,25,21,4,18,56.28,67.88,78,11,0,6,1,0,0,1600000.0,786842.0,49.18,3093794.93,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,29b4a156-ad50-45be-b832-939e9765d81b,长颈鹿颈,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,1,25,14,8,1,5,22,25,-3,18,55.39,67.38,81,12,0,6,1,0,0,1600000.0,836468.2,52.28,2972985.3,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,2b9219d9-b8c2-4228-98e5-48a7d54225fc,狂熊撼地,True,a0107e47-d545-415a-877e-a250b12b72a3,4,3,23,14,7,2,5,33,24,9,18,52.22,66.5,82,15,0,8,3,0,0,1600000.0,702339.0,43.9,2866394.14,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,2c041a01-f53d-4641-af0a-38f385a707e5,奥格斯堡,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,6,15,14,4,3,7,16,24,-8,18,51.17,61.12,70,13,0,6,2,0,0,1600000.0,491777.0,30.74,3943094.14,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,2d6a3b35-37d0-44ab-a002-979bebd4030c,太妃糖埃弗,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,1,31,14,10,1,3,39,24,15,18,61.44,79.88,96,12,0,6,2,0,0,2250000.0,1819927.0,80.89,3757364.39,B,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,2f517220-de2d-4a97-a5a8-a2aa2aa43099,弯月之星,True,a214dae7-f210-4978-a373-8769b832bee7,3,1,31,14,10,1,3,28,18,10,17,59.82,73.25,86,12,0,5,1,0,0,2250000.0,1118807.0,49.72,4608084.65,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,30a13eaf-88ed-44c7-a6c0-c1af40a1d699,小海马萨,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,2,26,14,8,2,4,25,16,9,18,51.89,64.75,84,12,0,7,2,0,0,1600000.0,684218.4,42.76,3339042.86,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,312637f2-889f-449d-8f76-1193fefa25ed,印加帝国,True,698db303-c978-44e4-a85a-c086ddf13168,3,1,35,14,11,2,1,48,22,26,18,58.61,74.75,80,14,0,7,2,0,0,2250000.0,1281021.0,56.93,4346617.41,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,313c5422-c185-43ac-92fe-56acd302f71c,红宝石矿,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,7,11,14,3,2,9,16,31,-15,18,47.83,62.25,72,15,0,9,1,0,0,1600000.0,497284.4,31.08,3457924.07,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,3185911f-f4fc-497f-bc6b-93fdadaf8157,天然气王,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,5,20,14,6,2,6,28,25,3,18,63.44,80.88,96,13,0,5,2,0,0,3100000.0,1875414.5,60.5,4142733.04,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,331ecd59-bd3c-469a-bb81-f4487353bc2c,非洲大象,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,6,16,14,3,7,4,21,21,0,18,55.17,64.62,72,11,0,5,1,0,0,1600000.0,647850.0,40.49,3552789.93,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,3432cf5d-c3c5-46b6-86fa-36eea4852056,罗马狼王,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,7,13,14,3,4,7,11,16,-5,18,53.94,66.62,74,13,0,6,1,0,0,1600000.0,737093.0,46.07,2819002.45,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,345ce64a-0eff-45c3-892e-171f6803a8b3,农场主富勒,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,8,6,14,1,3,10,15,35,-20,18,59.56,71.25,87,11,0,6,2,0,0,3100000.0,1048772.5,33.83,5745414.41,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,3611c1c7-91f0-4613-aaa5-3f05046a7cfd,金石为开,True,8b1656f4-7d18-4b1d-aebc-370c7d2d9fb7,4,8,7,14,1,4,9,17,28,-11,18,52.22,65.0,74,13,0,7,2,0,0,1600000.0,631728.0,39.48,3409313.63,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,3689a578-7989-4145-80c8-239c51782ffa,祖母绿光,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,5,15,14,4,3,7,22,25,-3,18,54.06,65.12,73,15,0,8,1,0,0,1600000.0,616389.6,38.52,3511977.77,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,36c5314f-4d79-4654-be87-9464aafb9690,宇宙巴萨,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,4,19,14,4,7,3,35,30,5,18,62.11,75.88,91,13,0,7,2,0,0,3100000.0,1312808.5,42.35,3931345.45,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,377ee383-a7cf-47f7-8718-3bc97b4813c7,华山剑客,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,1,27,14,8,3,3,30,19,11,18,55.0,67.5,76,13,0,8,2,0,0,1600000.0,773898.0,48.37,3051510.3,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,37cc4353-9dc6-4541-ad33-63c9fbca518f,克鲁格园,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,7,16,14,5,1,8,15,22,-7,18,54.39,68.25,85,12,0,6,2,0,0,1600000.0,867148.0,54.2,2542415.99,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,384f01a0-83ea-4923-b450-d4672f0661fe,刚果王国,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,3,22,14,6,4,4,29,32,-3,18,52.22,65.5,90,15,0,9,3,0,0,1600000.0,641019.6,40.06,3692908.62,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,389f1e5e-36a4-4017-a979-387a050ce412,伊斯法罕,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,1,27,14,8,3,3,38,22,16,18,55.72,68.25,77,12,0,5,2,0,0,1600000.0,866931.0,54.18,2804891.48,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,38b4ca23-fcd0-4146-b82e-d14302fc77d5,辛巴达航,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,3,21,14,6,3,5,32,24,8,18,67.67,80.0,90,12,0,5,1,0,0,4200000.0,1856675.0,44.21,7937467.07,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,3b2eeeaf-91a3-4139-96c7-9d9a3c506324,草原猎鹰,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,8,4,14,1,1,12,14,43,-29,18,56.17,69.88,75,12,0,6,2,0,0,3100000.0,904096.9,29.16,5194238.26,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,3cc08543-1d2e-45a9-a1a4-2bfc049ceae3,阿里巴巴,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,6,18,14,5,3,6,20,28,-8,18,56.89,73.38,89,15,0,5,3,0,0,1600000.0,990606.4,61.91,3791846.92,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,401342f0-c394-4c39-a137-a6ca18f3f59b,西域雪狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,1,33,14,11,0,3,42,27,15,18,59.28,75.25,85,14,0,7,3,0,0,2250000.0,1279546.0,56.87,3618657.11,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,404a75f0-a644-464b-b83c-456ebf6d2c33,Medina之光,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,1,30,14,9,3,2,32,16,16,17,55.47,69.25,85,11,0,6,1,0,0,1600000.0,814497.8,50.91,4756755.6,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,408f6ba6-09fe-4598-87f1-c1f3ac3d8e98,单峰快驼,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,6,17,14,4,5,5,19,24,-5,18,53.44,65.0,74,12,0,7,2,0,0,1600000.0,615904.6,38.49,5485798.41,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,41501a6a-5951-4b09-a411-c409b9319f7d,美洲豹王,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,6,17,14,5,2,7,23,30,-7,18,52.5,67.25,77,13,0,7,2,0,0,1600000.0,694241.6,43.39,3005436.99,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,42fbdc5a-8c40-4bde-9235-322d4558de50,蓝月亮城,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,5,21,14,6,3,5,26,23,3,18,70.0,84.12,90,11,0,5,1,0,0,4200000.0,2380798.0,56.69,4701553.66,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,43fabbee-b584-4985-9119-627445998a83,居鲁士帝,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,5,18,14,5,3,6,19,28,-9,18,47.94,61.38,79,15,0,9,3,0,0,1600000.0,493595.2,30.85,3247764.62,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,4610e88a-e065-4c39-a833-c971e47191a1,五人制王,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,7,16,14,4,4,6,27,33,-6,18,64.67,82.25,91,13,0,8,1,0,0,4200000.0,1865310.0,44.41,6525163.98,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,47de49d5-fdca-4d81-b80e-b55a79bd3ced,黑虎掏心,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,5,21,14,6,3,5,33,30,3,18,60.33,74.75,89,14,0,7,1,0,0,3100000.0,1222144.3,39.42,6848089.64,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,4812c221-b983-4262-8849-407bd855fee7,汉诺威红,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,8,13,14,4,1,9,21,39,-18,18,54.56,66.0,78,10,0,4,2,0,0,1600000.0,685382.0,42.84,3016098.17,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,4827bcfa-ad0c-4570-a1bb-e73e4531857d,角马迁徙,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,3,22,14,7,1,6,21,13,8,18,54.94,66.88,83,13,0,6,1,0,0,1600000.0,731850.0,45.74,2952901.93,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,48831857-1b6a-413e-bda8-5719fd283efc,绿松石绿,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,2,27,14,8,3,3,32,20,12,18,50.83,66.38,80,15,0,10,3,0,0,1600000.0,751468.2,46.97,2812269.94,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,4956aca2-3f90-4766-a4e5-19d273ef1806,汽油骑士,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,8,3,14,1,0,13,9,39,-30,18,53.56,65.12,81,12,0,7,1,0,0,3100000.0,681033.8,21.97,7880363.9,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,496db78f-db3a-4429-8849-d9230914b4d9,麦加朝圣,True,a214dae7-f210-4978-a373-8769b832bee7,3,7,14,14,4,2,8,20,28,-8,18,54.94,71.62,86,16,0,8,3,0,0,2250000.0,982774.0,43.68,5001186.95,A,none
5,be8362ec-6fa4-41a6-94b0-0e4c333e19b4,49c653c0-8e28-46ca-9ce2-4d84c9ec42ac,玛瑙石红,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,8,10,14,3,1,10,21,41,-20,18,48.17,65.0,73,14,0,9,2,0,0,1600000.0,607786.0,37.99,3303256.56,A,none
