season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,match_form,state_score,contract_score,recent_match_score,fitness_score,match_load_score,match_rust_score,attribute_modifier_pct,stamina_modifier,recent_ratings,recent_minutes,matches,goals,assists,average_rating
1,1becb771-63d7-4552-9955-44e42acf801f,abec8347-445d-4bc5-bf13-1d704f650fca,弗朗齐歇克 茨维塔耶娃,fa05cf5f-854b-4834-b1ff-ae470948fdb4,FW,19,65,A,generated,31492.0,NEUTRAL,0,0,2,-1,-1,0,0.0,-10.0,"[7.0, 8.8, 7.8]","[50, 50, 50]",13,5,3,7.55
1,1becb771-63d7-4552-9955-44e42acf801f,d36d4bd4-cccb-4154-be16-5394807de4d6,佩德罗 拉莫斯,77c6fe93-150d-4b73-b3d3-cb0be4c5c867,MF,22,84,S,generated,194142.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.3, 7.1, 9.4]","[50, 50, 70]",19,3,5,8.31
1,1becb771-63d7-4552-9955-44e42acf801f,c1c2c2c7-9668-498b-af79-8fc927691f9e,在赫 常,67b81d51-8b4d-41fd-ae45-b1fadea3676b,GK,30,54,A,generated,33600.0,LOW,-7,-1,-3,-2,-1,0,-0.028,-18.0,"[3.7, 7.3, 3.8]","[50, 50, 50]",15,0,0,6.05
1,1becb771-63d7-4552-9955-44e42acf801f,dbf87ee4-5281-49b1-8831-6b191e4a44c6,熊王,673799c9-ad32-40e2-b497-1fe6ac04f5d1,DF,23,67,A,generated,64125.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.9, 7.3, 8.8]","[50, 50, 50]",15,0,2,7.23
1,1becb771-63d7-4552-9955-44e42acf801f,fcf61c55-9081-4845-adbe-beb8f2577f03,蒂亚戈 莫兰,98068a5b-2c14-4cf1-8fc4-71315d4612bb,FW,24,84,S,generated,218000.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.7, 7.5, 8.6]","[50, 50, 50]",16,14,4,8.45
1,1becb771-63d7-4552-9955-44e42acf801f,526b66e9-6b2d-4685-84c9-aaa34055ef21,塞萨尔 弗洛伦齐,27106979-3665-4b74-bc64-256babe7ad2e,GK,23,64,A,generated,54002.0,LOW,-3,-2,2,-2,-1,0,-0.012,-18.0,"[7.9, 7.6, 6.5]","[50, 50, 50]",17,1,1,7.06
1,1becb771-63d7-4552-9955-44e42acf801f,ea37f85f-0d63-47c3-ab0a-9d569394c97b,法维奥 罗西,f7f29ce8-339e-4766-b0d5-8846eda62b73,MF,30,65,A,generated,68510.0,NEUTRAL,-1,-2,2,1,-1,-1,-0.004,3.0,"[6.4, 8.4, 8.2]","[50, 50, 50]",4,1,0,7.4
1,1becb771-63d7-4552-9955-44e42acf801f,a7bc1fbb-3c58-4731-af0f-37f893914772,安托万 德尔皮耶罗,2d6a3b35-37d0-44ab-a002-979bebd4030c,FW,29,75,A,generated,125750.0,NEUTRAL,0,0,2,1,-1,-2,0.0,3.0,"[7.2, 9.5, 6.6]","[50, 50, 50]",8,3,3,7.78
1,1becb771-63d7-4552-9955-44e42acf801f,17f7a668-9cfe-46e5-b7b1-7c50feded120,叶缨,6b42d32b-f885-4450-b48c-233e1b1a494f,GK,25,69,A,generated,85510.0,LOW,-4,-1,0,-2,-1,0,-0.016,-18.0,"[6.6, 8.1, 5.0]","[50, 50, 50]",17,0,0,7.07
1,1becb771-63d7-4552-9955-44e42acf801f,74baacf2-b4bc-46fc-86b1-8e5d50a09fd0,贾勒特 韦伯斯特,3b2eeeaf-91a3-4139-96c7-9d9a3c506324,MF,24,74,S,generated,118000.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.6, 7.3, 7.3]","[50, 50, 50]",15,4,1,7.95
1,1becb771-63d7-4552-9955-44e42acf801f,e6256513-e879-4e75-89e6-38b4b568e932,阿里 弗里贝里,cb936237-0b21-40e8-9cbe-dd3431b9f1e7,MF,20,71,A,generated,71159.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.4, 6.8, 7.1]","[50, 50, 50]",16,4,0,7.57
1,1becb771-63d7-4552-9955-44e42acf801f,b7357e09-2e73-42d1-ba49-9a93cf17537f,梁建峰,8f2abd86-22c1-4fc7-946e-7e8b508f5163,MF,27,70,A,generated,94050.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.0, 7.5, 7.7]","[50, 50, 50]",18,4,5,7.8
1,1becb771-63d7-4552-9955-44e42acf801f,bcef92f5-7233-46df-851e-8bf4540784bd,赵健正,25b85fb1-f46c-41b1-a611-99b7b0e5f623,FW,26,67,A,generated,75900.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.5, 7.0, 7.5]","[50, 50, 50]",15,3,1,7.28
1,1becb771-63d7-4552-9955-44e42acf801f,d59cff1a-ee71-40c4-b48d-728c91956b58,贡纳尔 马格努斯,efdcf3ed-9bee-4879-ae3f-54c6fe53390a,DF,25,70,S,generated,96480.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.9, 6.8, 7.7]","[50, 50, 50]",17,1,1,7.22
1,1becb771-63d7-4552-9955-44e42acf801f,b394b699-bbac-488a-b711-d8dd132d7f01,埃拉斯谟 拉斯帕多里,b4f3c189-e714-43f5-bd3e-d5709925fe1d,MF,25,65,A,generated,68510.0,LOW,-2,0,0,0,-1,-1,-0.008,0.0,"[6.8, 7.2, 7.3]","[50, 50, 50]",8,1,2,7.29
1,1becb771-63d7-4552-9955-44e42acf801f,94ddc4a6-a28b-4d95-a320-6034d2159a19,黄视,98d60360-641a-4660-9b8b-b5f71d43fd5e,MF,27,75,A,generated,123750.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.0, 7.6, 8.1]","[50, 50, 70]",16,3,4,8.19
1,1becb771-63d7-4552-9955-44e42acf801f,b839d8e5-f6e9-4040-88a1-17a0f9704832,银雨 亨,f7c88717-c6fb-4af6-a4da-dc51d5d34038,FW,31,79,S,generated,161966.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.4, 9.7, 6.3]","[50, 50, 50]",19,17,7,8.36
1,1becb771-63d7-4552-9955-44e42acf801f,c2e18485-fea5-4310-b208-38b47daa0926,亚伯拉罕 科恩,408f6ba6-09fe-4598-87f1-c1f3ac3d8e98,MF,25,74,S,generated,118000.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.4, 8.4, 8.7]","[50, 50, 50]",16,5,4,7.83
1,1becb771-63d7-4552-9955-44e42acf801f,51c30c65-b344-4ac4-8b8d-aacb72be2680,司马祥彬,fa05cf5f-854b-4834-b1ff-ae470948fdb4,GK,25,63,A,generated,60420.0,LOW,-4,-1,0,-2,-1,0,-0.016,-18.0,"[6.4, 6.3, 8.1]","[50, 50, 50]",19,0,2,6.29
1,1becb771-63d7-4552-9955-44e42acf801f,75db0816-4cae-4e07-8925-83a31b1a2b13,萨米尔 哈格,36c5314f-4d79-4654-be87-9464aafb9690,FW,27,73,A,generated,110195.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.8, 8.5, 6.7]","[50, 50, 50]",20,6,6,7.56
1,1becb771-63d7-4552-9955-44e42acf801f,43267fb5-b13b-4fd5-a9a0-e2f6501ca329,夏建根,0fa74f65-e7fb-4f14-8c52-7b634a95dee8,MF,28,70,A,generated,84645.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.0, 7.5, 7.5]","[50, 50, 50]",15,3,2,7.97
1,1becb771-63d7-4552-9955-44e42acf801f,41320b72-6e45-4556-b7c0-8fef0cd9b39e,诸葛庚,511869fc-0d4a-4a9d-874f-672bf7b73d7b,DF,22,79,S,generated,152950.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.2, 7.6, 7.3]","[50, 50, 50]",17,2,1,7.55
1,1becb771-63d7-4552-9955-44e42acf801f,9de2d616-bf15-4d7f-9aac-4f6848f44e54,孙智杰,18aee98c-a0f2-490f-9876-7caf88dd0f08,DF,25,57,A,generated,38752.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.1, 7.2, 7.7]","[50, 50, 50]",15,0,0,7.09
1,1becb771-63d7-4552-9955-44e42acf801f,b0384b12-fab3-42f0-b332-bc30af03345d,乌马尔 班差,624a04b6-7550-4b86-9fd9-b2a25e6bbe7f,FW,25,62,A,generated,40545.0,LOW,-2,-1,2,-2,-1,0,-0.008,-18.0,"[6.8, 7.0, 8.2]","[50, 50, 50]",18,4,2,7.6
1,1becb771-63d7-4552-9955-44e42acf801f,7e117b2a-00b8-48a1-ae2f-73fe709d296e,培拉特 比伦特,79441db3-4b4b-436b-b258-482eb5263da2,MF,24,73,A,generated,98266.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.2, 7.9, 8.4]","[50, 50, 50]",17,6,4,8.26
1,1becb771-63d7-4552-9955-44e42acf801f,c89b3d71-3b39-403b-b338-7a261e1e3c30,龚成强,fced3e75-ce7e-4d13-9640-06bb8513b840,GK,18,59,S,generated,19462.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.6, 7.4, 7.0]","[50, 50, 50]",17,0,0,6.76
1,1becb771-63d7-4552-9955-44e42acf801f,2341412e-273c-43e7-820c-6dc04de9afcb,瓦莱尔 赛德尔,14af1578-ce27-4594-9477-7fb7fcc2df95,MF,28,63,A,generated,47966.0,NEUTRAL,0,-1,4,-2,-1,0,0.0,-18.0,"[9.3, 8.0, 6.8]","[50, 50, 70]",17,4,2,7.73
1,1becb771-63d7-4552-9955-44e42acf801f,e55d685b-441c-46af-bfa8-b1272e36f3b8,曾伟彬,c8c3d129-2f00-45c1-940c-3bbc7cd5d953,MF,22,80,S,generated,151395.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[8.0, 6.5, 7.0]","[50, 50, 70]",20,9,4,7.85
1,1becb771-63d7-4552-9955-44e42acf801f,d98ab87b-f77d-4dc7-9107-b9cae6edbe07,德 法贾尔,ff323bf9-6a1f-48d2-9b91-97efaf1b44c9,DF,24,69,A,generated,78390.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.7, 6.5, 7.7]","[50, 50, 50]",16,2,0,7.41
1,1becb771-63d7-4552-9955-44e42acf801f,860a8bcb-f8fd-49be-81c5-aa7b4149f4d7,周刚峰,28991d5a-e175-4eb8-bbc7-c095ebf0f15b,DF,29,66,S,generated,75880.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.7, 7.4, 8.0]","[50, 50, 50]",15,1,2,7.49
1,1becb771-63d7-4552-9955-44e42acf801f,f23aff82-23a6-41bf-b14a-cbb2e6ab1667,若纳斯 卡布里尼,985a0d05-17d7-4738-9803-a27293bee01c,FW,24,84,S,generated,218000.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.7, 6.7, 7.3]","[50, 50, 50]",20,12,6,8.18
1,1becb771-63d7-4552-9955-44e42acf801f,0b5ac8c7-400b-4231-aab3-7803abaa7969,内雷奥 伊瓦拉,d52013ad-2b3d-4866-9463-0df96b9819f5,DF,32,71,A,generated,87824.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.5, 6.6, 7.0]","[50, 50, 50]",18,1,0,6.79
1,1becb771-63d7-4552-9955-44e42acf801f,c11e1ec2-3896-4829-8bfd-d85aaa0eeb18,马库斯 梅耶,b4fff948-b70d-4f6f-9aa2-1470587d7839,MF,22,76,S,generated,122873.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.1, 6.9, 6.9]","[50, 50, 50]",17,4,3,7.54
1,1becb771-63d7-4552-9955-44e42acf801f,fe346b58-739e-48ec-b95d-3b76469376b4,巴勃罗 查德威克,b3dbdf88-1463-46cc-b570-748b06c3cde9,FW,29,67,A,generated,75450.0,LOW,-2,0,0,1,-1,-2,-0.008,3.0,"[7.3, 6.5]","[50, 50]",2,0,0,6.9
1,1becb771-63d7-4552-9955-44e42acf801f,80e73481-8044-4318-9ef8-b19f04e0b72c,曹文龙,d7869c27-6888-484a-a8f0-2302f76966d6,GK,30,52,S,generated,29120.0,LOW,-5,-1,-1,-2,-1,0,-0.02,-18.0,"[7.7, 6.2, 5.2]","[50, 50, 50]",16,0,0,6.7
1,1becb771-63d7-4552-9955-44e42acf801f,c080466d-d30d-4ebb-ad49-7c877bc0cce1,埃米特 兰伯特,1fc6b440-f3a0-40a8-9da9-6aeb7511c6f2,MF,19,64,A,generated,31293.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[9.3, 7.2, 7.0]","[50, 50, 50]",15,2,0,7.58
1,1becb771-63d7-4552-9955-44e42acf801f,9692a62e-659d-4262-b0a1-3b05e45b24f6,巴兹尔 加斯,e63b8fec-a8f4-4d4a-b355-ef3f8934d96b,DF,27,61,A,generated,49294.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.6, 6.5, 6.5]","[50, 50, 50]",15,2,2,7.29
1,1becb771-63d7-4552-9955-44e42acf801f,9d171ddf-4522-49a8-983b-f441ede95eec,瓦尤 亨德拉,650c94ec-9237-4067-be84-258d382203ec,FW,18,55,A,generated,24954.0,LOW,-2,0,0,0,-1,-1,-0.008,0.0,"[6.8, 7.0, 6.4]","[50, 50, 50]",8,0,1,6.5
1,1becb771-63d7-4552-9955-44e42acf801f,819ffc91-f3ef-4291-a999-d50d73072c97,银雨 商,80f3ff36-0a44-4d20-958f-ad9eb4159f56,DF,22,61,S,generated,41895.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.5, 6.9, 7.8]","[50, 50, 50]",15,0,1,7.19
1,1becb771-63d7-4552-9955-44e42acf801f,0f0307c5-6886-47da-8539-494e04d12b92,贤俊 瓢,cd6bf0d3-7f1a-4f3b-82bd-5ff4f46449d9,MF,26,86,S,generated,243540.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.8, 8.8, 10.0]","[50, 50, 50]",16,7,4,8.59
1,1becb771-63d7-4552-9955-44e42acf801f,6c55dcb9-e2e7-48cc-9d6f-4662666cd2e5,萨迈赫 苏莱曼,4d472da3-7b92-49fc-906f-9f552ddf60a9,GK,28,70,A,generated,91620.0,LOW,-5,-1,-1,-2,-1,0,-0.02,-18.0,"[5.4, 7.3, 5.6]","[50, 50, 50]",19,0,1,6.65
1,1becb771-63d7-4552-9955-44e42acf801f,1c3a182a-cac3-46ed-934f-95edf11943ae,弗罗德 桑德,0e512073-f2d2-4b58-8843-a5362f428a15,FW,32,61,A,generated,26240.0,NEUTRAL,-1,-2,4,-2,-1,0,-0.004,-18.0,"[7.5, 7.3, 10.0]","[50, 50, 50]",16,5,2,7.84
1,1becb771-63d7-4552-9955-44e42acf801f,5e0a0b0d-6c23-4cf6-8614-4fad53444c5f,豊 平山,556d3a6a-e537-4d72-873b-01c32bb956b2,FW,28,72,S,generated,110240.0,NEUTRAL,-1,-2,2,1,-1,-1,-0.004,3.0,"[10.0, 5.4, 6.8]","[70, 50, 50]",4,3,0,7.63
1,1becb771-63d7-4552-9955-44e42acf801f,82edffd0-1e88-4b9e-90dc-44ff12347f2c,金斯利 米克森,48831857-1b6a-413e-bda8-5719fd283efc,DF,22,80,S,generated,153000.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.6, 7.8, 7.6]","[50, 50, 50]",16,1,2,7.65
1,1becb771-63d7-4552-9955-44e42acf801f,d27d4f37-598f-42e6-9e38-4d3bffa95e4c,和也 小寺,dfd5c178-63e7-4592-8430-0bf56ef6b746,FW,25,61,A,generated,51352.0,NEUTRAL,0,0,2,1,-1,-2,0.0,3.0,"[6.8, 8.2, 6.7]","[50, 50, 50]",8,1,1,7.1
1,1becb771-63d7-4552-9955-44e42acf801f,7f83fd14-86e4-4685-b201-9aa5bbec8d2b,曾智翰,006a6948-c022-4140-9f09-55496c717ec8,MF,21,84,S,generated,207100.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.6, 10.0, 8.0]","[50, 50, 50]",18,2,4,7.93
1,1becb771-63d7-4552-9955-44e42acf801f,9288f687-858c-4085-9b60-27d3a17aadbe,诸葛苍,61e6e3a1-cfd5-426a-8e11-1ea02f56fd8b,DF,24,87,S,generated,262000.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.2, 6.7, 6.9]","[50, 50, 50]",17,2,1,7.51
1,1becb771-63d7-4552-9955-44e42acf801f,df8d7e97-8fed-4ae5-957c-2eda4ae3b622,阿兰 弗莱塔格,d6086e01-af3b-4682-b7ac-9721713176f8,MF,25,83,S,generated,208472.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.8, 8.4, 7.6]","[50, 50, 50]",16,7,6,8.25
1,1becb771-63d7-4552-9955-44e42acf801f,4bfe5046-7c00-4aab-8336-2ff75b3cd0bb,莱昂 佩尔蒂埃,dc55424e-e60a-4f21-a4bd-1413e7069aea,GK,22,58,A,generated,38596.0,LOW,-5,-2,0,-2,-1,0,-0.02,-18.0,"[6.8, 7.3, 6.9]","[50, 50, 50]",15,0,0,6.47
1,1becb771-63d7-4552-9955-44e42acf801f,b62bf700-76e9-4138-8ae7-bd0257687264,拉斐尔 拉拉,312637f2-889f-449d-8f76-1193fefa25ed,MF,23,80,S,generated,159474.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.4, 8.9, 8.7]","[50, 50, 50]",17,11,4,8.46
1,1becb771-63d7-4552-9955-44e42acf801f,db5c9d12-87cb-45e3-a336-1616d3aec446,维克托 麦克劳林,ff1fa455-a3d4-4f88-b0c1-83f23072a63a,MF,27,68,A,generated,81440.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[7.0, 7.2, 7.0]","[50, 50, 50]",15,1,2,7.61
1,1becb771-63d7-4552-9955-44e42acf801f,a5de2f57-dcc9-4bd8-ad9e-5904167801c6,米兰 麦高恩,bf188558-c9b9-494c-b203-db7b7be35ee0,MF,22,79,S,generated,161000.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.0, 7.7, 7.0]","[50, 50, 50]",18,1,1,7.73
1,1becb771-63d7-4552-9955-44e42acf801f,2df43624-89ee-495f-9aca-d4058a8afd62,高允,331ecd59-bd3c-469a-bb81-f4487353bc2c,MF,26,72,A,generated,104624.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[8.6, 7.5, 7.6]","[50, 50, 50]",16,4,2,7.95
1,1becb771-63d7-4552-9955-44e42acf801f,ff45ba51-5d02-492b-a970-4a8757c259c1,燿 岛田,58bcbf0c-3e33-411b-a10b-b48ebb72c0fd,GK,23,57,S,generated,36664.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.2, 7.6, 7.6]","[50, 70, 50]",17,0,1,6.73
1,1becb771-63d7-4552-9955-44e42acf801f,5d2c6556-732c-4e03-a510-46d35e60bdfd,达维德 拉扎列夫,624a04b6-7550-4b86-9fd9-b2a25e6bbe7f,MF,29,72,A,generated,104624.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.9, 8.9, 7.7]","[50, 50, 50]",18,3,2,7.8
1,1becb771-63d7-4552-9955-44e42acf801f,2592e97c-ef47-4811-91ee-372c4963a113,韦晨峰,3b2eeeaf-91a3-4139-96c7-9d9a3c506324,FW,19,62,S,generated,41552.0,NEUTRAL,0,0,2,1,-1,-2,0.0,3.0,"[8.2, 6.5, 7.2]","[50, 50, 50]",5,1,0,7.1
1,1becb771-63d7-4552-9955-44e42acf801f,5f568cf9-e34e-4fdd-9a3c-c77bd46fcc70,公孙文孟,9886ea0a-4057-4d36-b78c-2126261c9a7c,DF,29,74,S,generated,125080.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.0, 7.2, 6.4]","[50, 50, 50]",15,4,2,7.51
1,1becb771-63d7-4552-9955-44e42acf801f,b1b3dac8-06d5-42ac-9a2b-72d457de0370,弗朗齐歇克 维斯尼奥斯基,58bcbf0c-3e33-411b-a10b-b48ebb72c0fd,DF,22,70,A,generated,85500.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.3, 8.3, 7.1]","[50, 70, 50]",17,1,1,7.07
1,1becb771-63d7-4552-9955-44e42acf801f,7164eb79-9751-4f23-84ed-6c3f330ad506,坤 程,9626f86a-0547-4858-9221-b5f9802e677f,MF,20,59,S,generated,33242.0,LOW,-4,-2,0,1,-1,-2,-0.016,3.0,"[7.3, 6.5, 6.8]","[50, 50, 50]",4,0,0,7.0
1,1becb771-63d7-4552-9955-44e42acf801f,d0012958-b981-499f-95c9-cefc9fdee616,杰克 凯恩,3432cf5d-c3c5-46b6-86fa-36eea4852056,MF,25,74,S,generated,106200.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[10.0, 7.1, 6.3]","[50, 50, 50]",15,9,0,8.32
1,1becb771-63d7-4552-9955-44e42acf801f,78208e1c-596a-4cdd-916e-7f8a9b141da3,伊日 特罗菲莫夫,d3c61670-e649-42ae-9394-5d0fa962c0b8,MF,24,94,S,generated,378100.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[7.9, 9.7, 9.8]","[50, 50, 50]",19,11,4,8.55
1,1becb771-63d7-4552-9955-44e42acf801f,bdb1a278-c3f8-4f79-ba80-9aa70b57ff1b,盖尔 奥丁,b1fccedd-f7f5-4e1a-b20d-03941bdbfd8e,MF,24,65,S,generated,63378.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[5.6, 9.5, 6.4]","[50, 50, 50]",15,3,3,7.73
1,1becb771-63d7-4552-9955-44e42acf801f,e71377cb-c562-41cc-8401-8bfb564ceb60,覃兵,4812c221-b983-4262-8849-407bd855fee7,MF,27,68,S,generated,75240.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.8, 7.2, 7.4]","[50, 50, 50]",15,1,0,7.53
1,1becb771-63d7-4552-9955-44e42acf801f,374d4818-022b-4b7a-a71c-f63dfc1cc7be,優真 矢吹,208710dc-1c42-4656-a917-fa2cf48be7b1,DF,25,76,A,generated,134804.0,LOW,-3,0,0,-2,-1,0,-0.012,-18.0,"[6.0, 6.3, 7.7]","[50, 50, 50]",18,0,3,7.03
1,1becb771-63d7-4552-9955-44e42acf801f,b5b777fb-1075-4769-b9bf-2b7e238d7ff2,本尼迪克特 梅耶,345ce64a-0eff-45c3-892e-171f6803a8b3,MF,25,87,S,generated,248900.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[9.4, 9.0, 7.8]","[50, 50, 50]",16,8,4,8.55
1,1becb771-63d7-4552-9955-44e42acf801f,5eb05733-91de-4c9d-ba81-b9259fed756c,朱煜翔,718f50ad-1cfa-496b-88a9-ac1e32eb7a25,DF,27,70,A,generated,91080.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[7.1, 5.9, 8.6]","[50, 50, 70]",16,0,2,7.2
1,1becb771-63d7-4552-9955-44e42acf801f,437df334-268c-4b8b-907f-6724cc2b057a,司马弘铭,d724ec79-ddaf-424a-8b83-0b71b0077748,MF,22,71,S,generated,82935.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[10.0, 9.2, 8.6]","[50, 50, 50]",16,7,1,8.31
1,1becb771-63d7-4552-9955-44e42acf801f,d7791aee-7cec-4ac4-a365-2f81645e4440,塞莱斯蒂诺 莫比莱,d48ba2a2-bb85-4376-9449-fb3b8826dcf0,MF,24,66,A,generated,59850.0,NEUTRAL,1,0,4,-2,-1,0,0.004,-18.0,"[8.3, 7.8, 7.9]","[50, 50, 50]",16,3,2,7.81
1,1becb771-63d7-4552-9955-44e42acf801f,704733be-f4ad-4f33-88b0-676f4e069e0f,亚尔马尔 古纳尔松,d3c61670-e649-42ae-9394-5d0fa962c0b8,FW,26,77,A,generated,144716.0,NEUTRAL,-1,0,2,-2,-1,0,-0.004,-18.0,"[6.5, 7.3, 10.0]","[50, 50, 50]",19,15,2,8.43
