season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,draft_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
1,eec6a365-28ff-4505-8014-82f62f2e8621,1ffc96ee-516e-491a-af02-bd87420c106d,蜜蜂布伦特,True,6e67f6d2-2f3d-4620-b04d-80df4064b672,2,8,13,14,4,1,9,32,46,-14,15,74.53,79.62,88,0,0,0,0,0,0,286000.0,931100.0,325.56,16608083.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,22672500-a0db-45fb-a01d-c49709daae50,祖母绿光,True,88841582-a264-4a61-aa2f-b8ceb89ff528,4,1,26,14,8,2,4,28,20,8,15,62.27,67.12,74,0,0,0,0,0,0,169000.0,779550.0,461.27,8076375.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,23009364-25a9-4fff-99f4-4cf11c676123,小辣椒莱,True,9c78b621-d16d-40b1-aaab-c578edd59a9f,4,8,12,14,3,3,8,24,32,-8,15,62.6,68.0,73,0,0,0,0,0,0,169000.0,783950.0,463.88,8072708.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,25c7710f-3ec1-43c3-8f54-b364079918cd,大流士王,True,ce9d45ea-fdb6-4174-bbc6-afc0c3f4aab2,4,2,25,14,7,4,3,25,23,2,15,63.33,68.62,75,0,0,0,0,0,0,169000.0,791600.0,468.4,8066333.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,28beb51e-5461-4c73-bb04-673654efb8b4,格拉纳达,True,d9d35ca9-3f25-4e7f-b28f-871fad5edfda,3,3,24,14,7,3,4,37,27,10,15,69.87,76.38,83,0,0,0,0,0,0,221000.0,875550.0,396.18,12319375.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,28dd1ce3-69dd-4e61-9664-8d684e0d54c4,公牛都灵,True,9c78b621-d16d-40b1-aaab-c578edd59a9f,4,2,25,14,8,1,5,39,30,9,15,65.13,71.5,82,0,0,0,0,0,0,169000.0,815800.0,482.72,8046166.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,2c697b3c-5d07-4147-a255-e5bcfc79e3d7,沙滩足球,True,b2f07916-c7c2-42e2-87ce-3d39db6c079c,1,7,14,14,4,2,8,21,38,-17,15,78.33,84.38,99,0,0,0,0,0,0,357500.0,979350.0,273.94,20921375.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,2d08b9b8-77c4-4bbb-b2ad-13ae506b2fea,烈焰红唇,True,d4ce9d84-c6fd-41e4-9998-a58b37c4be19,4,5,17,14,4,5,5,29,21,8,15,66.13,75.12,83,0,0,0,0,0,0,169000.0,828050.0,489.97,8040958.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,2f099370-1173-4e04-814b-e3bff1de487a,赤龙焚天,True,d677af6b-40a0-44e6-a3ab-0814f0c391c7,1,8,12,14,3,3,8,25,42,-17,15,78.6,85.25,96,0,0,0,0,0,0,357500.0,982850.0,274.92,20913458.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,2f13c5f6-0732-470a-b5bc-2e5e0d32da33,薛西斯军,True,ce9d45ea-fdb6-4174-bbc6-afc0c3f4aab2,4,4,20,14,5,5,4,21,23,-2,15,63.33,67.75,74,0,0,0,0,0,0,169000.0,792400.0,468.88,8075666.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,2f370469-4c35-4064-aff3-196a14728ed7,金鹰破晓,True,6653ba0a-faa4-4f80-849e-5bfe3d720049,3,4,21,14,7,0,7,37,30,7,15,67.13,74.38,82,0,0,0,0,0,0,221000.0,840400.0,380.27,12343666.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,30ee348b-2cad-4967-aef4-c5cd701ea79d,水豚憨态,True,79c59676-c21c-4e06-a035-e5c1ebb3cc8c,4,5,19,14,5,4,5,23,21,2,15,62.13,66.38,74,0,0,0,0,0,0,169000.0,780550.0,461.86,8075541.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,31bdbc89-6255-498f-b9c8-71deccc543a4,白百合热,True,796295e2-a258-4beb-9443-3a6026253f94,1,7,13,14,3,4,7,19,37,-18,15,75.33,82.0,90,0,0,0,0,0,0,357500.0,942100.0,263.52,20947416.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,34026690-a4ec-456e-93ee-dd8b92cf948e,管道巨头,True,cd419ef4-5053-49f6-9b9b-0a050851062c,2,5,22,14,7,1,6,40,35,5,15,73.4,79.38,91,0,0,0,0,0,0,286000.0,917900.0,320.94,16624083.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,343660fb-ad00-4847-a6f2-a880f8aa2ff2,西域雪狼,True,c4d672c0-0e94-4fc4-a00b-463b7176c9f7,3,6,18,14,5,3,6,15,23,-8,15,68.0,73.25,84,0,0,0,0,0,0,221000.0,849600.0,384.43,12336000.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,35b8a79e-3e17-40b7-b138-0bef7c9cb37e,云豹穿林,True,ab9af630-8844-4457-95e7-18138c9e22f4,4,8,11,14,3,2,9,24,32,-8,15,62.67,66.38,78,0,0,0,0,0,0,169000.0,784250.0,464.05,8082458.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,37b855cd-1ec6-4e47-b8b1-ffa028154eec,马略卡岛,True,d9d35ca9-3f25-4e7f-b28f-871fad5edfda,3,2,27,14,8,3,3,34,23,11,15,70.0,76.0,84,0,0,0,0,0,0,221000.0,875500.0,396.15,12319416.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,387df092-8331-4084-b32f-bebd7c44dd0b,巴格达城,True,7e9ea446-4960-4bc3-b2b9-c6f93367991d,3,4,20,14,5,5,4,29,24,5,15,67.27,74.12,83,0,0,0,0,0,0,221000.0,842500.0,381.22,12341916.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,38e4be81-c3b2-411b-8637-0aa508d230a1,皇家社会,True,1ef532ba-4423-4081-b883-80af744349fe,3,1,26,14,8,2,4,29,20,9,15,68.0,73.5,85,0,0,0,0,0,0,221000.0,851050.0,385.09,12334791.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,39db00dc-76da-42a8-876f-5ed05f3f6333,阿根廷梦,True,40eef7c0-2de9-4c63-b37b-5996c0368d4a,2,2,30,14,9,3,2,48,21,27,15,76.07,81.12,88,0,0,0,0,0,0,286000.0,951200.0,332.59,16596333.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,3a1e0b17-d305-4c51-8252-d7bf208ef45d,银狼啸天,True,c4d672c0-0e94-4fc4-a00b-463b7176c9f7,3,8,6,14,1,3,10,23,37,-14,15,64.67,73.38,84,0,0,0,0,0,0,221000.0,808150.0,365.68,12375541.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,3a2b4501-e432-474d-9fed-54e982cbe8ca,野马奔腾,True,7c93ed99-3c8a-4037-817d-a689039083b6,4,6,13,14,3,4,7,17,22,-5,15,61.6,68.25,81,0,0,0,0,0,0,169000.0,771600.0,456.57,8083000.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,3ae614dd-c615-41fb-af09-251159d6dbbb,雪虎踏山,True,7fe06d4a-1e63-404b-aa26-338fad5c167b,2,5,18,14,5,3,6,25,27,-2,15,71.13,75.25,85,0,0,0,0,0,0,286000.0,889100.0,310.87,16643083.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,3ef78a7e-4fb5-4784-828c-2a511141fb21,金石为开,True,f71cbdd4-19a1-49aa-a8d9-6be80ae9d834,4,3,21,14,6,3,5,20,20,0,15,61.67,70.62,80,0,0,0,0,0,0,169000.0,770100.0,455.68,8084250.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,41233f1b-b6a8-431b-944c-8f5850d50bb8,斯图加特,True,a13074cc-2a72-4c9c-9b7c-c480b5dd19bc,4,5,18,14,4,6,4,22,25,-3,15,61.2,66.38,75,0,0,0,0,0,0,169000.0,770300.0,455.8,8084083.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,417515a6-4d11-4a8c-b396-2142408abd34,Medina之光,True,7e9ea446-4960-4bc3-b2b9-c6f93367991d,3,1,28,14,8,4,2,34,26,8,15,69.93,76.38,88,0,0,0,0,0,0,221000.0,875400.0,396.11,12314500.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,43636dae-f965-44f6-a931-a3a0428b3af7,大黄蜂多,True,6cba0420-cd22-43aa-922a-eed95aab94e8,4,4,17,14,5,2,7,23,23,0,15,61.87,69.62,80,0,0,0,0,0,0,169000.0,776850.0,459.67,8083625.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,43febb18-718a-493e-80e6-f6e3cecefa60,撒丁岛卡,True,9c78b621-d16d-40b1-aaab-c578edd59a9f,4,6,17,14,5,2,7,22,33,-11,15,59.53,64.75,87,0,0,0,0,0,0,169000.0,742950.0,439.62,8111875.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,443f879a-0f4e-4ba9-99d1-d9cdf9bdc8b7,街球之王,True,b2f07916-c7c2-42e2-87ce-3d39db6c079c,1,8,12,14,2,6,6,26,39,-13,15,78.27,86.5,95,0,0,0,0,0,0,357500.0,978350.0,273.66,20917208.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,46cc36ba-f94a-49a4-991c-68e0c6eafab6,绿洲驼队,True,cc6f8b17-7c03-4954-b4e3-13de77edc0be,3,7,13,14,3,4,7,15,20,-5,15,64.93,70.25,78,0,0,0,0,0,0,221000.0,814250.0,368.44,12365458.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,47220388-14d0-4752-9ca3-15c259b640cb,食人鱼群,True,79c59676-c21c-4e06-a035-e5c1ebb3cc8c,4,2,20,14,5,5,4,24,23,1,15,58.73,68.62,75,0,0,0,0,0,0,169000.0,734250.0,434.47,8114125.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,47b21ffe-86cc-44f4-87f9-eb60f0b4d6c8,沙漠之狐,True,af77bb45-213e-4795-8ed4-b3742fec4a45,1,1,28,14,9,1,4,43,30,13,15,81.47,88.75,96,0,0,0,0,0,0,357500.0,1019050.0,285.05,20883291.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,485b8c09-8c5b-4529-a7e8-d61329180403,金狼逐日,True,c4d672c0-0e94-4fc4-a00b-463b7176c9f7,3,1,32,14,10,2,2,38,26,12,15,69.27,76.88,84,0,0,0,0,0,0,221000.0,866400.0,392.04,12327000.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,4895a2ee-d73f-48fb-a736-dda1e97d3f2a,沙漠之舟,True,cc6f8b17-7c03-4954-b4e3-13de77edc0be,3,6,15,14,4,3,7,23,33,-10,15,65.93,71.88,76,0,0,0,0,0,0,221000.0,824400.0,373.03,12367000.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,4945cc6f-781a-4103-91a8-5b0982a9626c,紫百合佛,True,182b441b-a330-4d01-960f-03020bc5307a,4,8,11,14,3,2,9,16,31,-15,15,61.4,68.5,81,0,0,0,0,0,0,169000.0,767350.0,454.05,8091541.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,4a0f250b-9f14-4e26-bcc7-03fb6539759f,安第斯山,True,40eef7c0-2de9-4c63-b37b-5996c0368d4a,2,7,14,14,4,2,8,21,33,-12,15,70.27,75.5,81,0,0,0,0,0,0,286000.0,876800.0,306.57,16648333.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,4c30eb2f-aa8f-4001-8f40-aec021a4f78a,萨拉丁军,True,cc7059ad-b1b1-4ed5-a791-6a5ce8f2a54f,4,3,22,14,7,1,6,25,24,1,15,66.87,72.5,79,0,0,0,0,0,0,169000.0,839000.0,496.45,8036833.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,4ce45380-b84e-482a-8075-02be5194b6d3,苍穹雄鹰,True,6653ba0a-faa4-4f80-849e-5bfe3d720049,3,1,32,14,10,2,2,39,23,16,15,73.13,80.0,88,0,0,0,0,0,0,221000.0,914400.0,413.76,12282000.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,4fbc85c5-12e0-4946-8bba-8bc48649767b,铁甲战狮,True,ab9af630-8844-4457-95e7-18138c9e22f4,4,2,25,14,8,1,5,23,22,1,15,59.07,65.88,73,0,0,0,0,0,0,169000.0,738500.0,436.98,8110583.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,504522e6-0eb9-4dad-bc0b-e170ae9deba6,弯月之星,True,7e9ea446-4960-4bc3-b2b9-c6f93367991d,3,5,17,14,5,2,7,24,30,-6,15,69.13,74.5,79,0,0,0,0,0,0,221000.0,863450.0,390.7,12329458.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,50723a3c-213c-4ce1-8bc2-3e71a7a1f109,足球精灵,True,b2f07916-c7c2-42e2-87ce-3d39db6c079c,1,5,17,14,5,2,7,29,30,-1,15,75.13,82.12,90,0,0,0,0,0,0,357500.0,938550.0,262.53,20950375.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,515586eb-8fd2-4d3e-9fb8-184268111ea0,飓风之眼,True,d4ce9d84-c6fd-41e4-9998-a58b37c4be19,4,8,14,14,4,2,8,15,30,-15,15,60.67,66.75,77,0,0,0,0,0,0,169000.0,759800.0,449.59,8097833.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,52620048-62e1-4df3-b6e4-fd2db0f1d67b,科隆山羊,True,a13074cc-2a72-4c9c-9b7c-c480b5dd19bc,4,4,18,14,5,3,6,26,25,1,15,64.07,69.88,75,0,0,0,0,0,0,169000.0,800750.0,473.82,8063708.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,53135db6-a570-451f-bbe8-b7a64f6cac5c,祖鲁战士,True,1feeaab4-77f5-4a77-8098-6569a158e0ce,4,5,19,14,6,1,7,28,28,0,15,61.8,68.5,79,0,0,0,0,0,0,169000.0,770800.0,456.09,8083666.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,53961881-9ee7-4320-bc98-deeead4f8366,图阿雷格,True,cc7059ad-b1b1-4ed5-a791-6a5ce8f2a54f,4,4,20,14,5,5,4,28,27,1,15,61.07,65.25,70,0,0,0,0,0,0,169000.0,768300.0,454.62,8085750.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,53a5c8c2-b365-451c-9cf1-8062e7c9c779,树懒慢动,True,79c59676-c21c-4e06-a035-e5c1ebb3cc8c,4,1,25,14,7,4,3,45,30,15,15,65.07,73.12,81,0,0,0,0,0,0,169000.0,816000.0,482.84,8046000.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,54ba4d9f-be30-4153-96b6-880c21987496,智利红酒,True,7f70f097-d1d5-4bc3-8dfd-b74feb935acc,3,2,26,14,8,2,4,44,25,19,15,67.47,73.38,81,0,0,0,0,0,0,221000.0,843650.0,381.74,12365958.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,5528c861-0611-4779-9347-a9beceabec02,蝙蝠军团,True,1ef532ba-4423-4081-b883-80af744349fe,3,7,16,14,4,4,6,21,27,-6,15,65.87,73.12,80,0,0,0,0,0,0,221000.0,822850.0,372.33,12368291.65,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,58b6c8ed-9563-499f-818d-f21fbe764cae,巨象踏天,True,7c93ed99-3c8a-4037-817d-a689039083b6,4,5,20,14,6,2,6,24,24,0,15,63.8,69.25,80,0,0,0,0,0,0,169000.0,800300.0,473.55,8059083.35,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,58c05b1e-6102-4bb2-b47f-372df666b7a6,丝路驼铃,True,cc6f8b17-7c03-4954-b4e3-13de77edc0be,3,1,29,14,9,2,3,47,21,26,15,69.87,76.75,87,0,0,0,0,0,0,221000.0,874500.0,395.7,12330250.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,59109b17-2681-49f9-b75f-897be264b3be,苍鹰搏兔,True,6653ba0a-faa4-4f80-849e-5bfe3d720049,3,3,23,14,7,2,5,40,30,10,15,69.87,79.25,93,0,0,0,0,0,0,221000.0,873600.0,395.29,12336000.0,B,crisis
1,eec6a365-28ff-4505-8014-82f62f2e8621,595a1eb4-bee2-40de-b752-9c603efa65f4,朱雀焚霞,True,7c93ed99-3c8a-4037-817d-a689039083b6,4,1,27,14,7,6,1,32,19,13,15,64.27,71.75,84,0,0,0,0,0,0,169000.0,806650.0,477.31,8053791.65,B,crisis
