season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,rookie_market_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0a7fa292-ac6f-4bc4-b708-941a6d83305f,桑布露族,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,3,24,14,7,3,4,33,24,9,16,57.62,69.75,87,10,0,5,1,0,0,1600000.0,775538.5,48.47,1979974.93,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0b9e1fa2-9a0a-4e0e-8791-db8fcdeab4a5,猫眼石闪,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,3,21,14,7,0,7,27,23,4,16,52.88,64.62,74,11,0,6,1,0,0,1600000.0,571211.5,35.7,2035128.68,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0c8053f3-c52d-40b3-a3b1-af7fb78cbbf3,斯图加特,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,4,24,14,7,3,4,26,20,6,18,49.83,61.5,70,12,0,7,3,0,0,1600000.0,453356.0,28.33,2960398.72,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0e512073-f2d2-4b58-8843-a5362f428a15,青云直上,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,8,7,14,2,1,11,16,39,-23,18,48.33,60.0,76,11,0,7,3,0,0,2250000.0,452014.0,20.09,3814773.67,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0f6be741-99a1-4685-827b-e1b02c706da7,草原战狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,4,19,14,5,4,5,26,23,3,17,59.41,72.75,87,12,0,6,2,0,0,2250000.0,997837.5,44.35,2884098.72,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,0fa74f65-e7fb-4f14-8c52-7b634a95dee8,狼堡沃尔夫,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,2,32,14,10,2,2,38,20,18,18,55.0,73.5,86,13,0,8,3,0,0,2250000.0,940718.0,41.81,1814316.12,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,102ce65e-e59d-4863-8e67-aa514fed7602,老鹰水晶宫,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,6,17,14,5,2,7,22,27,-5,18,58.11,76.0,86,13,0,7,3,0,0,1600000.0,1021161.5,63.82,2903207.86,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,119e7558-6e26-466f-96d7-37a30d765b77,阿拉维斯,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,1,32,14,10,2,2,39,20,19,18,59.17,73.38,84,14,0,7,3,0,0,2250000.0,959939.5,42.66,3258462.57,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,11fbf46f-5233-405a-83dc-0e6238a4b678,霍村霍芬,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,1,40,14,13,1,0,54,12,42,17,57.82,75.62,83,14,0,6,2,0,0,1600000.0,862251.5,53.89,2567018.68,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,13ad2944-3ec7-4ec5-87d6-19e0eb43b2e3,红军利物浦,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,7,13,14,4,1,9,20,37,-17,17,68.18,79.0,82,14,0,6,2,0,0,4200000.0,1344228.0,32.01,5966546.31,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,14af1578-ce27-4594-9477-7fb7fcc2df95,乞力马扎,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,7,13,14,3,4,7,18,25,-7,15,58.13,68.62,82,10,0,4,0,0,0,1600000.0,586326.4,36.65,2346497.99,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,16eb7054-eb6c-45c9-8764-2d42ec8efaac,设拉子酒,True,a14c4617-240a-46a6-990f-37f821870474,3,3,21,14,6,3,5,21,25,-4,16,58.81,71.25,91,11,0,5,1,0,0,2250000.0,914138.0,40.63,1420121.77,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,179def1b-c245-42c7-a39c-6de91882b237,智利红酒,True,698db303-c978-44e4-a85a-c086ddf13168,3,2,27,14,8,3,3,33,23,10,17,58.12,69.0,76,10,0,6,2,0,0,2250000.0,749267.28,33.3,3354610.98,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,17c25bce-2abb-4a31-93bf-c49aa9a583ab,三狮军团,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,2,24,14,7,3,4,32,22,10,16,66.56,80.88,89,12,0,5,1,0,0,4200000.0,1379983.0,32.86,3062758.6,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1810d612-ed34-4743-b1b9-1548cf7e56a5,水手桑普,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,6,15,14,4,3,7,20,26,-6,18,53.0,70.12,81,15,0,7,3,0,0,1600000.0,679360.0,42.46,2817838.25,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,18aee98c-a0f2-490f-9876-7caf88dd0f08,大流士王,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,8,11,14,3,2,9,18,34,-16,18,51.5,64.12,81,15,0,9,3,0,0,1600000.0,563499.0,35.22,3160224.51,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,19e3f4c4-6b77-4626-8851-46bf9cd3f50d,足球精灵,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,7,14,14,3,5,6,30,38,-8,17,65.18,78.38,82,14,0,6,2,0,0,4200000.0,1069249.0,25.46,5179140.77,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1a88743d-0b20-492d-add3-6a8961184f81,驼峰运输,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,5,20,14,6,2,6,22,15,7,16,55.81,71.38,85,12,0,5,1,0,0,1600000.0,757387.5,47.34,3230447.64,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1ac3e675-afac-466f-a9fd-4f806bf7c6f3,狼队伍尔弗,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,4,19,14,6,1,7,28,26,2,18,59.67,70.25,85,13,0,7,3,0,0,2250000.0,871242.0,38.72,4712816.9,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1af119e0-e593-4062-88fb-92dc16a57205,土耳其近,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,7,15,14,4,3,7,20,28,-8,18,48.89,64.0,79,14,0,7,3,0,0,1600000.0,514414.0,32.15,3122677.09,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1b2cba45-5a62-4e16-9152-784ae9932f6c,阿根廷梦,True,72fb7b0c-5295-4288-b728-03f98b7d97f1,3,2,29,14,8,5,1,36,17,19,16,60.12,75.25,86,13,0,5,1,0,0,2250000.0,956859.0,42.53,4720691.85,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1b4e22b3-444a-49bd-bb80-33b02310ae6e,沙滩足球,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,3,20,14,6,2,6,31,26,5,16,70.06,84.12,91,12,0,5,1,0,0,4200000.0,1995919.0,47.52,1980063.58,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1d51a369-b074-4981-ae75-b1502605df6b,沙漠孤鹰,True,a8fde632-9f65-467d-bc44-32641788bb66,3,7,17,14,4,5,5,27,23,4,16,55.5,67.88,85,11,0,6,1,0,0,2250000.0,757209.0,33.65,3253710.4,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1d876db7-4a41-422c-b698-ef8b431b2072,铁锤帮西汉,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,3,22,14,7,1,6,23,23,0,16,64.19,76.75,92,10,0,5,1,0,0,3100000.0,1235703.95,39.86,3348420.46,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1e858fc7-b407-4cf1-ae63-7b50797fd677,星月传奇,True,a214dae7-f210-4978-a373-8769b832bee7,3,3,23,14,7,2,5,23,19,4,16,67.06,75.75,84,9,0,2,0,0,0,2250000.0,1227941.0,54.58,1913675.58,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1e9dd6c4-5654-43b9-b015-820e6b746148,绿茵魔术师,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,2,29,14,9,2,3,37,23,14,15,70.0,83.12,96,11,0,4,0,0,0,4200000.0,1923574.5,45.8,1760372.32,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,1fc6b440-f3a0-40a8-9da9-6aeb7511c6f2,沙漠玫瑰,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,4,24,14,7,3,4,28,24,4,16,55.62,70.75,77,13,0,6,2,0,0,1600000.0,645555.2,40.35,2900049.64,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,2057008e-e99c-4efd-9acf-ff25f2ea4cff,尼罗河神,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,1,36,14,12,0,2,41,16,25,17,66.29,80.5,92,15,0,6,2,0,0,4200000.0,1369925.0,32.62,5456119.2,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,208710dc-1c42-4656-a917-fa2cf48be7b1,中原飞虎,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,2,26,14,7,5,2,27,18,9,18,60.0,71.75,77,15,0,7,3,0,0,3100000.0,792140.75,25.55,5322443.94,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,22a97709-e9b7-47c7-a868-436c9fc04b53,青龙偃月,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,2,26,14,7,5,2,35,24,11,18,62.39,76.5,89,12,0,8,3,0,0,4200000.0,1292708.0,30.78,5082534.25,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,23e14ca1-58d8-4e82-8320-1660f2004670,石化巨人,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,7,12,14,3,3,8,19,34,-15,18,58.89,72.0,81,14,0,7,3,0,0,3100000.0,816870.1,26.35,5326125.87,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,25b85fb1-f46c-41b1-a611-99b7b0e5f623,撒丁岛卡,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,8,11,14,3,2,9,17,25,-8,17,51.59,62.12,76,11,0,6,2,0,0,1600000.0,460785.0,28.8,2989517.45,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,263cf029-6ac6-4387-9c0e-3b60159bfbbf,紫电龙骑,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,6,12,14,2,6,6,25,29,-4,17,62.35,78.75,88,12,0,6,2,0,0,4200000.0,1239163.0,29.5,5101627.13,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,26592c57-70eb-43ac-89fe-cbb2e4fd7d1d,一千零一夜,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,5,18,14,5,3,6,22,24,-2,18,65.22,76.0,83,14,0,7,3,0,0,4200000.0,1338330.0,31.86,3546501.89,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,27106979-3665-4b74-bc64-256babe7ad2e,沙漠之舟,True,a14c4617-240a-46a6-990f-37f821870474,3,1,29,14,9,2,3,33,17,16,17,62.06,72.62,92,12,0,5,1,0,0,2250000.0,1100269.0,48.9,2138000.38,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,285bca99-7be9-4c07-aecf-8920c07367ef,大津巴布,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,7,10,14,2,4,8,15,33,-18,18,48.56,58.38,69,12,0,8,3,0,0,1600000.0,346450.35,21.65,3317872.54,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,28991d5a-e175-4eb8-bbc7-c095ebf0f15b,马里帝国,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,6,13,14,3,4,7,17,26,-9,17,54.82,65.5,75,12,0,6,2,0,0,1600000.0,541395.9,33.84,2486414.16,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,29b4a156-ad50-45be-b832-939e9765d81b,长颈鹿颈,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,5,20,14,5,5,4,26,20,6,15,56.2,66.38,81,10,0,5,0,0,0,1600000.0,660635.0,41.29,2134238.98,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,2b9219d9-b8c2-4228-98e5-48a7d54225fc,狂熊撼地,True,a0107e47-d545-415a-877e-a250b12b72a3,4,1,32,14,10,2,2,35,17,18,17,56.41,69.88,75,16,0,6,2,0,0,1600000.0,605647.5,37.85,2606668.0,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,2c041a01-f53d-4641-af0a-38f385a707e5,奥格斯堡,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,7,13,14,4,1,9,14,30,-16,17,49.12,58.5,75,9,0,6,2,0,0,1600000.0,362308.5,22.64,3431257.87,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,2d6a3b35-37d0-44ab-a002-979bebd4030c,太妃糖埃弗,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,2,30,14,9,3,2,44,28,16,15,67.27,79.88,96,9,0,4,0,0,0,2250000.0,1506698.93,66.96,725131.39,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,2f517220-de2d-4a97-a5a8-a2aa2aa43099,弯月之星,True,a214dae7-f210-4978-a373-8769b832bee7,3,1,27,14,7,6,1,33,21,12,17,53.41,66.62,76,12,0,7,1,0,0,2250000.0,618038.0,27.47,3519407.29,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,30a13eaf-88ed-44c7-a6c0-c1af40a1d699,小海马萨,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,5,16,14,5,1,8,22,26,-4,16,52.56,65.0,84,12,0,5,1,0,0,1600000.0,559577.0,34.97,2677246.15,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,312637f2-889f-449d-8f76-1193fefa25ed,印加帝国,True,698db303-c978-44e4-a85a-c086ddf13168,3,1,42,14,14,0,0,49,11,38,15,57.87,71.12,80,11,0,5,0,0,0,2250000.0,802905.5,35.68,3040598.72,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,313c5422-c185-43ac-92fe-56acd302f71c,红宝石矿,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,7,20,14,6,2,6,22,25,-3,16,55.56,69.12,75,14,0,5,2,0,0,1600000.0,585401.5,36.59,2924552.46,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,3185911f-f4fc-497f-bc6b-93fdadaf8157,天然气王,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,2,27,14,8,3,3,37,17,20,17,63.29,77.62,96,14,0,6,2,0,0,3100000.0,1277240.2,41.2,2494998.71,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,331ecd59-bd3c-469a-bb81-f4487353bc2c,非洲大象,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,3,24,14,7,3,4,26,21,5,17,51.53,64.88,74,13,0,6,2,0,0,1600000.0,501757.0,31.36,3027374.3,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,3432cf5d-c3c5-46b6-86fa-36eea4852056,罗马狼王,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,2,21,14,6,3,5,24,21,3,16,54.31,63.88,74,11,0,5,1,0,0,1600000.0,521831.4,32.61,2293090.63,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,345ce64a-0eff-45c3-892e-171f6803a8b3,农场主富勒,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,7,14,14,4,2,8,23,33,-10,18,57.56,70.0,87,10,0,5,1,0,0,3100000.0,879900.4,28.38,4525141.25,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,3611c1c7-91f0-4613-aaa5-3f05046a7cfd,金石为开,True,8b1656f4-7d18-4b1d-aebc-370c7d2d9fb7,4,2,24,14,6,6,2,29,22,7,16,56.44,69.0,74,13,0,6,1,0,0,1600000.0,656329.0,41.02,2768816.11,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,3689a578-7989-4145-80c8-239c51782ffa,祖母绿光,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,4,21,14,6,3,5,26,23,3,16,56.31,70.25,74,14,0,5,1,0,0,1600000.0,646534.0,40.41,2938190.03,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,36c5314f-4d79-4654-be87-9464aafb9690,宇宙巴萨,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,6,14,14,4,2,8,25,31,-6,17,56.12,73.62,85,14,0,7,2,0,0,3100000.0,870675.0,28.09,3490124.31,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,377ee383-a7cf-47f7-8718-3bc97b4813c7,华山剑客,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,1,31,14,10,1,3,29,17,12,15,53.4,63.88,76,9,0,5,0,0,0,1600000.0,495910.05,30.99,2663501.86,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,37cc4353-9dc6-4541-ad33-63c9fbca518f,克鲁格园,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,8,6,14,1,3,10,11,23,-12,18,56.94,71.12,85,15,0,7,3,0,0,1600000.0,814921.0,50.93,1672643.67,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,384f01a0-83ea-4923-b450-d4672f0661fe,刚果王国,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,1,27,14,8,3,3,35,23,12,17,52.82,66.62,78,12,0,6,2,0,0,1600000.0,517367.5,32.34,2891986.18,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,389f1e5e-36a4-4017-a979-387a050ce412,伊斯法罕,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,6,15,14,4,3,7,12,18,-6,17,54.06,65.62,77,10,0,5,1,0,0,1600000.0,622998.5,38.94,2091993.3,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,38b4ca23-fcd0-4146-b82e-d14302fc77d5,辛巴达航,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,2,28,14,9,1,4,26,17,9,17,58.88,73.25,90,13,0,6,2,0,0,4200000.0,1030591.0,24.54,5457808.86,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,3b2eeeaf-91a3-4139-96c7-9d9a3c506324,草原猎鹰,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,6,17,14,5,2,7,20,29,-9,18,57.06,67.62,72,14,0,7,3,0,0,3100000.0,722347.5,23.3,4625550.9,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,3cc08543-1d2e-45a9-a1a4-2bfc049ceae3,阿里巴巴,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,1,27,14,8,3,3,24,12,12,15,57.47,67.25,72,12,0,5,0,0,0,1600000.0,482947.5,30.18,3034762.36,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,401342f0-c394-4c39-a137-a6ca18f3f59b,西域雪狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,3,20,14,5,5,4,29,27,2,17,59.94,72.5,85,14,0,6,2,0,0,2250000.0,930515.5,41.36,2366144.36,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,404a75f0-a644-464b-b83c-456ebf6d2c33,Medina之光,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,2,24,14,7,3,4,29,25,4,17,53.65,67.5,85,14,0,8,2,0,0,1600000.0,614202.5,38.39,3442926.93,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,408f6ba6-09fe-4598-87f1-c1f3ac3d8e98,单峰快驼,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,2,26,14,8,2,4,23,19,4,18,49.28,62.62,71,13,0,7,3,0,0,1600000.0,457636.7,28.6,4239553.72,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,41501a6a-5951-4b09-a411-c409b9319f7d,美洲豹王,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,7,13,14,3,4,7,18,29,-11,17,50.35,62.12,72,10,0,6,2,0,0,1600000.0,496855.25,31.05,2530754.48,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,42fbdc5a-8c40-4bde-9235-322d4558de50,蓝月亮城,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,1,28,14,9,1,4,33,21,12,17,63.71,80.75,90,13,0,6,2,0,0,4200000.0,1675183.0,39.89,2376037.33,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,43fabbee-b584-4985-9119-627445998a83,居鲁士帝,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,1,28,14,9,1,4,31,17,14,17,52.71,63.0,71,14,0,6,2,0,0,1600000.0,438507.6,27.41,2765580.67,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,4610e88a-e065-4c39-a833-c971e47191a1,五人制王,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,4,20,14,5,5,4,31,26,5,15,64.87,76.62,91,11,0,4,0,0,0,4200000.0,1168740.0,27.83,4596061.24,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,47de49d5-fdca-4d81-b80e-b55a79bd3ced,黑虎掏心,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,4,19,14,5,4,5,22,21,1,18,59.11,74.88,89,15,0,7,3,0,0,3100000.0,1056858.98,34.09,5033247.95,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,4812c221-b983-4262-8849-407bd855fee7,汉诺威红,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,3,24,14,7,3,4,29,23,6,18,52.28,63.0,71,11,0,7,3,0,0,1600000.0,469946.4,29.37,2506622.96,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,4827bcfa-ad0c-4570-a1bb-e73e4531857d,角马迁徙,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,1,27,14,8,3,3,24,17,7,17,52.82,64.0,70,12,0,6,2,0,0,1600000.0,489943.7,30.62,2614954.37,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,48831857-1b6a-413e-bda8-5719fd283efc,绿松石绿,True,a214dae7-f210-4978-a373-8769b832bee7,3,6,15,14,3,6,5,24,26,-2,18,57.56,71.38,80,16,0,7,3,0,0,2250000.0,806042.0,35.82,2178459.22,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,4956aca2-3f90-4766-a4e5-19d273ef1806,汽油骑士,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,8,10,14,3,1,10,14,34,-20,18,53.22,66.62,81,14,0,7,3,0,0,3100000.0,570055.0,18.39,6835308.01,A,none
8,4abc3344-ab7a-46fa-9f73-d9b0456a4f5e,496db78f-db3a-4429-8849-d9230914b4d9,麦加朝圣,True,a214dae7-f210-4978-a373-8769b832bee7,3,8,9,14,1,6,7,18,31,-13,18,57.06,70.62,83,18,0,7,3,0,0,2250000.0,732673.5,32.56,3790748.01,A,none
